hidden_layers,activation,epochs,learning_rate,batch_size,accuracy,mae,mse,r2
"[32, 64]",sigmoid,100,0.1,256,0.8175,0.1825,0.1825,-0.05949440024150654
"[32, 64]",sigmoid,100,0.1,512,0.8103333333333333,0.18966666666666668,0.18966666666666668,-0.10110011641537398
"[32, 64]",sigmoid,100,0.01,16,0.8153333333333334,0.18466666666666667,0.18466666666666667,-0.07207287257314077
"[32, 64]",sigmoid,100,0.01,32,0.815,0.185,0.185,-0.07400802216262314
"[32, 64]",sigmoid,100,0.01,64,0.815,0.185,0.185,-0.07400802216262314
"[32, 64]",sigmoid,100,0.01,128,0.8141666666666667,0.18583333333333332,0.18583333333333332,-0.07884589613632853
"[32, 64]",sigmoid,100,0.01,256,0.8158333333333333,0.18416666666666667,0.18416666666666667,-0.06917014818891754
"[32, 64]",sigmoid,100,0.01,512,0.815,0.185,0.185,-0.07400802216262314
"[32, 64]",sigmoid,100,0.001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.001,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.0001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.0001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.0001,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.0001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.0001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,100,0.0001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,10.0,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,10.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,10.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,10.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,10.0,256,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
"[32, 64]",sigmoid,250,10.0,512,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
"[32, 64]",sigmoid,250,1.0,16,0.22116666666666668,0.7788333333333334,0.7788333333333334,-3.5214770158251687
"[32, 64]",sigmoid,250,1.0,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,1.0,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,1.0,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,1.0,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,1.0,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,0.1,16,0.8113333333333334,0.18866666666666668,0.18866666666666668,-0.09529466764692729
"[32, 64]",sigmoid,250,0.1,32,0.8105,0.1895,0.1895,-0.1001325416206329
"[32, 64]",sigmoid,250,0.1,64,0.81,0.19,0.19,-0.10303526600485613
"[32, 64]",sigmoid,250,0.1,128,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",sigmoid,250,0.1,256,0.813,0.187,0.187,-0.0856189196995163
"[32, 64]",sigmoid,250,0.1,512,0.8153333333333334,0.18466666666666667,0.18466666666666667,-0.07207287257314077
"[32, 64]",sigmoid,250,0.01,16,0.816,0.184,0.184,-0.06820257339417646
"[32, 64]",sigmoid,250,0.01,32,0.8173333333333334,0.18266666666666667,0.18266666666666667,-0.06046197503624762
"[32, 64]",sigmoid,250,0.01,64,0.8155,0.1845,0.1845,-0.07110529777839969
"[32, 64]",sigmoid,250,0.01,128,0.8173333333333334,0.18266666666666667,0.18266666666666667,-0.06046197503624762
"[32, 64]",sigmoid,250,0.01,256,0.8163333333333334,0.18366666666666667,0.18366666666666667,-0.0662674238046943
"[32, 64]",sigmoid,250,0.01,512,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
"[32, 64]",sigmoid,250,0.001,16,0.7995,0.2005,0.2005,-0.16399247807354556
"[32, 64]",sigmoid,250,0.001,32,0.7938333333333333,0.20616666666666666,0.20616666666666666,-0.19689002109474307
"[32, 64]",sigmoid,250,0.001,64,0.801,0.199,0.199,-0.15528430492087564
"[32, 64]",sigmoid,250,0.001,128,0.8006666666666666,0.19933333333333333,0.19933333333333333,-0.1572194545103578
"[32, 64]",sigmoid,250,0.001,256,0.805,0.195,0.195,-0.13206250984708912
"[32, 64]",sigmoid,250,0.001,512,0.7996666666666666,0.20033333333333334,0.20033333333333334,-0.16302490327880448
"[32, 64]",sigmoid,250,0.0001,16,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,0.0001,32,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,0.0001,64,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,0.0001,128,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,0.0001,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",sigmoid,250,0.0001,512,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",tanh,1,10.0,16,0.392,0.608,0.608,-2.5297128512155393
"[32, 64]",tanh,1,10.0,32,0.599,0.401,0.401,-1.3279849561470911
"[32, 64]",tanh,1,10.0,64,0.5923333333333334,0.4076666666666667,0.4076666666666667,-1.366687947936735
"[32, 64]",tanh,1,10.0,128,0.7773333333333333,0.22266666666666668,0.22266666666666668,-0.29267992577411217
"[32, 64]",tanh,1,10.0,256,0.42683333333333334,0.5731666666666667,0.5731666666666667,-2.327489719114649
"[32, 64]",tanh,1,10.0,512,0.37683333333333335,0.6231666666666666,0.6231666666666666,-2.61776215753698
"[32, 64]",tanh,1,1.0,16,0.6741666666666667,0.3258333333333333,0.3258333333333333,-0.8916087237188541
"[32, 64]",tanh,1,1.0,32,0.388,0.612,0.612,-2.552934646289326
"[32, 64]",tanh,1,1.0,64,0.6485,0.3515,0.3515,-1.0406152421089838
"[32, 64]",tanh,1,1.0,128,0.6166666666666667,0.38333333333333336,0.38333333333333336,-1.2254220279045343
"[32, 64]",tanh,1,1.0,256,0.429,0.571,0.571,-2.314911246783015
"[32, 64]",tanh,1,1.0,512,0.41,0.59,0.59,-2.4252147733835008
"[32, 64]",tanh,1,0.1,16,0.7525,0.2475,0.2475,-0.43684857019053625
"[32, 64]",tanh,1,0.1,32,0.776,0.224,0.224,-0.3004205241320408
"[32, 64]",tanh,1,0.1,64,0.7638333333333334,0.23616666666666666,0.23616666666666666,-0.37105348414814143
"[32, 64]",tanh,1,0.1,128,0.7496666666666667,0.25033333333333335,0.25033333333333335,-0.453297341701135
"[32, 64]",tanh,1,0.1,256,0.749,0.251,0.251,-0.4571676408800993
"[32, 64]",tanh,1,0.1,512,0.7915,0.2085,0.2085,-0.21043606822111838
"[32, 64]",tanh,1,0.01,16,0.8013333333333333,0.19866666666666666,0.19866666666666666,-0.15334915533139348
"[32, 64]",tanh,1,0.01,32,0.7853333333333333,0.21466666666666667,0.21466666666666667,-0.24623633562653913
"[32, 64]",tanh,1,0.01,64,0.7846666666666666,0.21533333333333332,0.21533333333333332,-0.25010663480550366
"[32, 64]",tanh,1,0.01,128,0.8045,0.1955,0.1955,-0.13496523423131257
"[32, 64]",tanh,1,0.01,256,0.77,0.23,0.23,-0.33525321674272046
"[32, 64]",tanh,1,0.01,512,0.6348333333333334,0.36516666666666664,0.36516666666666664,-1.1199563752777544
"[32, 64]",tanh,1,0.001,16,0.7225,0.2775,0.2775,-0.6110120332439346
"[32, 64]",tanh,1,0.001,32,0.38016666666666665,0.6198333333333333,0.6198333333333333,-2.598410661642158
"[32, 64]",tanh,1,0.001,64,0.424,0.576,0.576,-2.343938490625248
"[32, 64]",tanh,1,0.001,128,0.6301666666666667,0.36983333333333335,0.36983333333333335,-1.147048469530505
"[32, 64]",tanh,1,0.001,256,0.6398333333333334,0.3601666666666667,0.3601666666666667,-1.0909291314355212
"[32, 64]",tanh,1,0.001,512,0.656,0.344,0.344,-0.9970743763456342
"[32, 64]",tanh,1,0.0001,16,0.2911666666666667,0.7088333333333333,0.7088333333333333,-3.1150956020339065
"[32, 64]",tanh,1,0.0001,32,0.6391666666666667,0.36083333333333334,0.36083333333333334,-1.0947994306144855
"[32, 64]",tanh,1,0.0001,64,0.5535,0.4465,0.4465,-1.5921328751114117
"[32, 64]",tanh,1,0.0001,128,0.7076666666666667,0.29233333333333333,0.29233333333333333,-0.6971261899758927
"[32, 64]",tanh,1,0.0001,256,0.2875,0.7125,0.7125,-3.1363822475182106
"[32, 64]",tanh,1,0.0001,512,0.6636666666666666,0.3363333333333333,0.3363333333333333,-0.9525659357875436
"[32, 64]",tanh,10,10.0,16,0.6888333333333333,0.31116666666666665,0.31116666666666665,-0.8064621417816371
"[32, 64]",tanh,10,10.0,32,0.7285,0.2715,0.2715,-0.5761793406332549
"[32, 64]",tanh,10,10.0,64,0.7366666666666667,0.2633333333333333,0.2633333333333333,-0.528768175690941
"[32, 64]",tanh,10,10.0,128,0.4081666666666667,0.5918333333333333,0.5918333333333333,-2.435858096125653
"[32, 64]",tanh,10,10.0,256,0.6538333333333334,0.3461666666666667,0.3461666666666667,-1.0096528486772685
"[32, 64]",tanh,10,10.0,512,0.57,0.43,0.43,-1.4963429704320426
"[32, 64]",tanh,10,1.0,16,0.7691666666666667,0.23083333333333333,0.23083333333333333,-0.34009109071642607
"[32, 64]",tanh,10,1.0,32,0.7165,0.2835,0.2835,-0.6458447258546143
"[32, 64]",tanh,10,1.0,64,0.6168333333333333,0.38316666666666666,0.38316666666666666,-1.224454453109793
"[32, 64]",tanh,10,1.0,128,0.7741666666666667,0.22583333333333333,0.22583333333333333,-0.3110638468741931
"[32, 64]",tanh,10,1.0,256,0.4975,0.5025,0.5025,-1.917238006144422
"[32, 64]",tanh,10,1.0,512,0.7705,0.2295,0.2295,-0.33235049235849723
"[32, 64]",tanh,10,0.1,16,0.7088333333333333,0.2911666666666667,0.2911666666666667,-0.6903531664127049
"[32, 64]",tanh,10,0.1,32,0.642,0.358,0.358,-1.078350659103887
"[32, 64]",tanh,10,0.1,64,0.6716666666666666,0.3283333333333333,0.3283333333333333,-0.9061223456399707
"[32, 64]",tanh,10,0.1,128,0.7411666666666666,0.25883333333333336,0.25883333333333336,-0.5026436562329313
"[32, 64]",tanh,10,0.1,256,0.7788333333333334,0.22116666666666668,0.22116666666666668,-0.28397175262144225
"[32, 64]",tanh,10,0.1,512,0.7336666666666667,0.2663333333333333,0.2663333333333333,-0.5461845219962809
"[32, 64]",tanh,10,0.01,16,0.8066666666666666,0.19333333333333333,0.19333333333333333,-0.12238676189967812
"[32, 64]",tanh,10,0.01,32,0.8081666666666667,0.19183333333333333,0.19183333333333333,-0.1136785887470082
"[32, 64]",tanh,10,0.01,64,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",tanh,10,0.01,128,0.8101666666666667,0.18983333333333333,0.18983333333333333,-0.10206769121011505
"[32, 64]",tanh,10,0.01,256,0.8051666666666667,0.19483333333333333,0.19483333333333333,-0.13109493505234804
"[32, 64]",tanh,10,0.01,512,0.8118333333333333,0.18816666666666668,0.18816666666666668,-0.09239194326270406
"[32, 64]",tanh,10,0.001,16,0.7906666666666666,0.20933333333333334,0.20933333333333334,-0.215273942194824
"[32, 64]",tanh,10,0.001,32,0.8031666666666667,0.19683333333333333,0.19683333333333333,-0.1427058325892412
"[32, 64]",tanh,10,0.001,64,0.7953333333333333,0.20466666666666666,0.20466666666666666,-0.18818184794207315
"[32, 64]",tanh,10,0.001,128,0.7698333333333334,0.23016666666666666,0.23016666666666666,-0.33622079153746176
"[32, 64]",tanh,10,0.001,256,0.7875,0.2125,0.2125,-0.2336578632949049
"[32, 64]",tanh,10,0.001,512,0.7588333333333334,0.24116666666666667,0.24116666666666667,-0.4000807279903744
"[32, 64]",tanh,10,0.0001,16,0.23616666666666666,0.7638333333333334,0.7638333333333334,-3.4343952842984695
"[32, 64]",tanh,10,0.0001,32,0.6365,0.3635,0.3635,-1.1102806273303432
"[32, 64]",tanh,10,0.0001,64,0.573,0.427,0.427,-1.4789266241267027
"[32, 64]",tanh,10,0.0001,128,0.25783333333333336,0.7421666666666666,0.7421666666666666,-3.3086105609821264
"[32, 64]",tanh,10,0.0001,256,0.38566666666666666,0.6143333333333333,0.6143333333333333,-2.5664806934157016
"[32, 64]",tanh,10,0.0001,512,0.4595,0.5405,0.5405,-2.1378450593453935
"[32, 64]",tanh,25,10.0,16,0.6225,0.3775,0.3775,-1.1915569100885959
"[32, 64]",tanh,25,10.0,32,0.7905,0.2095,0.2095,-0.21624151698956506
"[32, 64]",tanh,25,10.0,64,0.662,0.338,0.338,-0.9622416837349546
"[32, 64]",tanh,25,10.0,128,0.6626666666666666,0.3373333333333333,0.3373333333333333,-0.9583713845559902
"[32, 64]",tanh,25,10.0,256,0.6888333333333333,0.31116666666666665,0.31116666666666665,-0.8064621417816371
"[32, 64]",tanh,25,10.0,512,0.7341666666666666,0.2658333333333333,0.2658333333333333,-0.5432817976120574
"[32, 64]",tanh,25,1.0,16,0.753,0.247,0.247,-0.433945845806313
"[32, 64]",tanh,25,1.0,32,0.7546666666666667,0.24533333333333332,0.24533333333333332,-0.424270097858902
"[32, 64]",tanh,25,1.0,64,0.7701666666666667,0.22983333333333333,0.22983333333333333,-0.3342856419479794
"[32, 64]",tanh,25,1.0,128,0.7658333333333334,0.23416666666666666,0.23416666666666666,-0.35944258661124806
"[32, 64]",tanh,25,1.0,256,0.6356666666666667,0.36433333333333334,0.36433333333333334,-1.1151185013040488
"[32, 64]",tanh,25,1.0,512,0.6155,0.3845,0.3845,-1.232195051467722
"[32, 64]",tanh,25,0.1,16,0.7841666666666667,0.21583333333333332,0.21583333333333332,-0.2530093591897269
"[32, 64]",tanh,25,0.1,32,0.7786666666666666,0.22133333333333333,0.22133333333333333,-0.28493932741618333
"[32, 64]",tanh,25,0.1,64,0.8,0.2,0.2,-0.16108975368932232
"[32, 64]",tanh,25,0.1,128,0.782,0.218,0.218,-0.2655878315213611
"[32, 64]",tanh,25,0.1,256,0.8033333333333333,0.19666666666666666,0.19666666666666666,-0.1417382577945001
"[32, 64]",tanh,25,0.1,512,0.784,0.216,0.216,-0.25397693398446797
"[32, 64]",tanh,25,0.01,16,0.811,0.189,0.189,-0.09722981723640944
"[32, 64]",tanh,25,0.01,32,0.8135,0.1865,0.1865,-0.08271619531529306
"[32, 64]",tanh,25,0.01,64,0.8111666666666667,0.18883333333333333,0.18883333333333333,-0.09626224244166837
"[32, 64]",tanh,25,0.01,128,0.8108333333333333,0.18916666666666668,0.18916666666666668,-0.09819739203115052
"[32, 64]",tanh,25,0.01,256,0.8111666666666667,0.18883333333333333,0.18883333333333333,-0.09626224244166837
"[32, 64]",tanh,25,0.01,512,0.8178333333333333,0.18216666666666667,0.18216666666666667,-0.057559250652024385
"[32, 64]",tanh,25,0.001,16,0.7998333333333333,0.20016666666666666,0.20016666666666666,-0.1620573284840634
"[32, 64]",tanh,25,0.001,32,0.8005,0.1995,0.1995,-0.15818702930509887
"[32, 64]",tanh,25,0.001,64,0.8005,0.1995,0.1995,-0.15818702930509887
"[32, 64]",tanh,25,0.001,128,0.7955,0.2045,0.2045,-0.18721427314733208
"[32, 64]",tanh,25,0.001,256,0.7965,0.2035,0.2035,-0.1814088243788854
"[32, 64]",tanh,25,0.001,512,0.8011666666666667,0.19883333333333333,0.19883333333333333,-0.15431673012613456
"[32, 64]",tanh,25,0.0001,16,0.7648333333333334,0.23516666666666666,0.23516666666666666,-0.36524803537969475
"[32, 64]",tanh,25,0.0001,32,0.7105,0.2895,0.2895,-0.680677418465294
"[32, 64]",tanh,25,0.0001,64,0.5623333333333334,0.43766666666666665,0.43766666666666665,-1.5408514109901335
"[32, 64]",tanh,25,0.0001,128,0.5975,0.4025,0.4025,-1.336693129299761
"[32, 64]",tanh,25,0.0001,256,0.6538333333333334,0.3461666666666667,0.3461666666666667,-1.0096528486772685
"[32, 64]",tanh,25,0.0001,512,0.6095,0.3905,0.3905,-1.2670277440784017
"[32, 64]",tanh,50,10.0,16,0.6985,0.3015,0.3015,-0.7503428036866533
"[32, 64]",tanh,50,10.0,32,0.7491666666666666,0.25083333333333335,0.25083333333333335,-0.45620006608535824
"[32, 64]",tanh,50,10.0,64,0.7748333333333334,0.22516666666666665,0.22516666666666665,-0.30719354769522855
"[32, 64]",tanh,50,10.0,128,0.6521666666666667,0.3478333333333333,0.3478333333333333,-1.0193285966246797
"[32, 64]",tanh,50,10.0,256,0.7063333333333334,0.2936666666666667,0.2936666666666667,-0.7048667883338215
"[32, 64]",tanh,50,10.0,512,0.6743333333333333,0.32566666666666666,0.32566666666666666,-0.8906411489241131
"[32, 64]",tanh,50,1.0,16,0.7601666666666667,0.23983333333333334,0.23983333333333334,-0.3923401296324456
"[32, 64]",tanh,50,1.0,32,0.7595,0.2405,0.2405,-0.3962104288114099
"[32, 64]",tanh,50,1.0,64,0.7655,0.2345,0.2345,-0.3613777362007302
"[32, 64]",tanh,50,1.0,128,0.653,0.347,0.347,-1.014490722650974
"[32, 64]",tanh,50,1.0,256,0.43016666666666664,0.5698333333333333,0.5698333333333333,-2.308138223219827
"[32, 64]",tanh,50,1.0,512,0.7706666666666667,0.22933333333333333,0.22933333333333333,-0.33138291756375615
"[32, 64]",tanh,50,0.1,16,0.804,0.196,0.196,-0.1378679586155358
"[32, 64]",tanh,50,0.1,32,0.8041666666666667,0.19583333333333333,0.19583333333333333,-0.13690038382079472
"[32, 64]",tanh,50,0.1,64,0.8028333333333333,0.19716666666666666,0.19716666666666666,-0.14464098217872356
"[32, 64]",tanh,50,0.1,128,0.7931666666666667,0.20683333333333334,0.20683333333333334,-0.20076032027370738
"[32, 64]",tanh,50,0.1,256,0.806,0.194,0.194,-0.12625706107864265
"[32, 64]",tanh,50,0.1,512,0.8,0.2,0.2,-0.16108975368932232
"[32, 64]",tanh,50,0.01,16,0.8141666666666667,0.18583333333333332,0.18583333333333332,-0.07884589613632853
"[32, 64]",tanh,50,0.01,32,0.8165,0.1835,0.1835,-0.06529984900995323
"[32, 64]",tanh,50,0.01,64,0.8166666666666667,0.18333333333333332,0.18333333333333332,-0.06433227421521215
"[32, 64]",tanh,50,0.01,128,0.8146666666666667,0.18533333333333332,0.18533333333333332,-0.0759431717521053
"[32, 64]",tanh,50,0.01,256,0.813,0.187,0.187,-0.0856189196995163
"[32, 64]",tanh,50,0.01,512,0.8148333333333333,0.18516666666666667,0.18516666666666667,-0.07497559695736422
"[32, 64]",tanh,50,0.001,16,0.805,0.195,0.195,-0.13206250984708912
"[32, 64]",tanh,50,0.001,32,0.8103333333333333,0.18966666666666668,0.18966666666666668,-0.10110011641537398
"[32, 64]",tanh,50,0.001,64,0.809,0.191,0.191,-0.10884071477330282
"[32, 64]",tanh,50,0.001,128,0.8065,0.1935,0.1935,-0.1233543366944192
"[32, 64]",tanh,50,0.001,256,0.806,0.194,0.194,-0.12625706107864265
"[32, 64]",tanh,50,0.001,512,0.8056666666666666,0.19433333333333333,0.19433333333333333,-0.1281922106681248
"[32, 64]",tanh,50,0.0001,16,0.6081666666666666,0.3918333333333333,0.3918333333333333,-1.2747683424363303
"[32, 64]",tanh,50,0.0001,32,0.737,0.263,0.263,-0.5268330261014587
"[32, 64]",tanh,50,0.0001,64,0.7663333333333333,0.23366666666666666,0.23366666666666666,-0.35653986222702483
"[32, 64]",tanh,50,0.0001,128,0.617,0.383,0.383,-1.223486878315052
"[32, 64]",tanh,50,0.0001,256,0.762,0.238,0.238,-0.3816968068902935
"[32, 64]",tanh,50,0.0001,512,0.7466666666666667,0.25333333333333335,0.25333333333333335,-0.47071368800647484
"[32, 64]",tanh,100,10.0,16,0.687,0.313,0.313,-0.8171054645237892
"[32, 64]",tanh,100,10.0,32,0.5983333333333334,0.40166666666666667,0.40166666666666667,-1.3318552553260554
"[32, 64]",tanh,100,10.0,64,0.7243333333333334,0.27566666666666667,0.27566666666666667,-0.6003687105017825
"[32, 64]",tanh,100,10.0,128,0.76,0.24,0.24,-0.39330770442718666
"[32, 64]",tanh,100,10.0,256,0.6008333333333333,0.39916666666666667,0.39916666666666667,-1.317341633404939
"[32, 64]",tanh,100,10.0,512,0.6981666666666667,0.30183333333333334,0.30183333333333334,-0.7522779532761354
"[32, 64]",tanh,100,1.0,16,0.7861666666666667,0.21383333333333332,0.21383333333333332,-0.24139846165283374
"[32, 64]",tanh,100,1.0,32,0.5471666666666667,0.4528333333333333,0.4528333333333333,-1.628900717311574
"[32, 64]",tanh,100,1.0,64,0.7783333333333333,0.22166666666666668,0.22166666666666668,-0.2868744770056655
"[32, 64]",tanh,100,1.0,128,0.7875,0.2125,0.2125,-0.2336578632949049
"[32, 64]",tanh,100,1.0,256,0.8005,0.1995,0.1995,-0.15818702930509887
"[32, 64]",tanh,100,1.0,512,0.6663333333333333,0.33366666666666667,0.33366666666666667,-0.9370847390716859
"[32, 64]",tanh,100,0.1,16,0.8146666666666667,0.18533333333333332,0.18533333333333332,-0.0759431717521053
"[32, 64]",tanh,100,0.1,32,0.813,0.187,0.187,-0.0856189196995163
"[32, 64]",tanh,100,0.1,64,0.8143333333333334,0.18566666666666667,0.18566666666666667,-0.07787832134158745
"[32, 64]",tanh,100,0.1,128,0.8078333333333333,0.19216666666666668,0.19216666666666668,-0.11561373833649036
"[32, 64]",tanh,100,0.1,256,0.8168333333333333,0.18316666666666667,0.18316666666666667,-0.06336469942047085
"[32, 64]",tanh,100,0.1,512,0.8096666666666666,0.19033333333333333,0.19033333333333333,-0.10497041559433828
"[32, 64]",tanh,100,0.01,16,0.8178333333333333,0.18216666666666667,0.18216666666666667,-0.057559250652024385
"[32, 64]",tanh,100,0.01,32,0.8131666666666667,0.18683333333333332,0.18683333333333332,-0.08465134490477522
"[32, 64]",tanh,100,0.01,64,0.819,0.181,0.181,-0.05078622708883662
"[32, 64]",tanh,100,0.01,128,0.8165,0.1835,0.1835,-0.06529984900995323
"[32, 64]",tanh,100,0.01,256,0.8173333333333334,0.18266666666666667,0.18266666666666667,-0.06046197503624762
"[32, 64]",tanh,100,0.01,512,0.8168333333333333,0.18316666666666667,0.18316666666666667,-0.06336469942047085
"[32, 64]",tanh,100,0.001,16,0.813,0.187,0.187,-0.0856189196995163
"[32, 64]",tanh,100,0.001,32,0.8096666666666666,0.19033333333333333,0.19033333333333333,-0.10497041559433828
"[32, 64]",tanh,100,0.001,64,0.8125,0.1875,0.1875,-0.08852164408373953
"[32, 64]",tanh,100,0.001,128,0.8126666666666666,0.18733333333333332,0.18733333333333332,-0.08755406928899845
"[32, 64]",tanh,100,0.001,256,0.8136666666666666,0.18633333333333332,0.18633333333333332,-0.08174862052055176
"[32, 64]",tanh,100,0.001,512,0.8108333333333333,0.18916666666666668,0.18916666666666668,-0.09819739203115052
"[32, 64]",tanh,100,0.0001,16,0.7895,0.2105,0.2105,-0.22204696575801175
"[32, 64]",tanh,100,0.0001,32,0.787,0.213,0.213,-0.23656058767912813
"[32, 64]",tanh,100,0.0001,64,0.7943333333333333,0.20566666666666666,0.20566666666666666,-0.19398729671051962
"[32, 64]",tanh,100,0.0001,128,0.793,0.207,0.207,-0.20172789506844846
"[32, 64]",tanh,100,0.0001,256,0.8048333333333333,0.19516666666666665,0.19516666666666665,-0.1330300846418302
"[32, 64]",tanh,100,0.0001,512,0.7861666666666667,0.21383333333333332,0.21383333333333332,-0.24139846165283374
"[32, 64]",tanh,250,10.0,16,0.7615,0.2385,0.2385,-0.38459953127451674
"[32, 64]",tanh,250,10.0,32,0.7505,0.2495,0.2495,-0.4484594677274294
"[32, 64]",tanh,250,10.0,64,0.7758333333333334,0.22416666666666665,0.22416666666666665,-0.3013880989267821
"[32, 64]",tanh,250,10.0,128,0.6276666666666667,0.37233333333333335,0.37233333333333335,-1.1615620914516214
"[32, 64]",tanh,250,10.0,256,0.7076666666666667,0.29233333333333333,0.29233333333333333,-0.6971261899758927
"[32, 64]",tanh,250,10.0,512,0.7423333333333333,0.25766666666666665,0.25766666666666665,-0.4958706326697435
"[32, 64]",tanh,250,1.0,16,0.504,0.496,0.496,-1.879502589149519
"[32, 64]",tanh,250,1.0,32,0.794,0.206,0.206,-0.195922446300002
"[32, 64]",tanh,250,1.0,64,0.7683333333333333,0.23166666666666666,0.23166666666666666,-0.3449289646901317
"[32, 64]",tanh,250,1.0,128,0.765,0.235,0.235,-0.36428046058495367
"[32, 64]",tanh,250,1.0,256,0.7053333333333334,0.2946666666666667,0.2946666666666667,-0.710672237102268
"[32, 64]",tanh,250,1.0,512,0.7846666666666666,0.21533333333333332,0.21533333333333332,-0.25010663480550366
"[32, 64]",tanh,250,0.1,16,0.807,0.193,0.193,-0.12045161231019597
"[32, 64]",tanh,250,0.1,32,0.8115,0.1885,0.1885,-0.09432709285218621
"[32, 64]",tanh,250,0.1,64,0.8046666666666666,0.19533333333333333,0.19533333333333333,-0.13399765943657127
"[32, 64]",tanh,250,0.1,128,0.8128333333333333,0.18716666666666668,0.18716666666666668,-0.08658649449425737
"[32, 64]",tanh,250,0.1,256,0.814,0.186,0.186,-0.07981347093106961
"[32, 64]",tanh,250,0.1,512,0.8128333333333333,0.18716666666666668,0.18716666666666668,-0.08658649449425737
"[32, 64]",tanh,250,0.01,16,0.8126666666666666,0.18733333333333332,0.18733333333333332,-0.08755406928899845
"[32, 64]",tanh,250,0.01,32,0.8106666666666666,0.18933333333333333,0.18933333333333333,-0.0991649668258916
"[32, 64]",tanh,250,0.01,64,0.8108333333333333,0.18916666666666668,0.18916666666666668,-0.09819739203115052
"[32, 64]",tanh,250,0.01,128,0.8131666666666667,0.18683333333333332,0.18683333333333332,-0.08465134490477522
"[32, 64]",tanh,250,0.01,256,0.8165,0.1835,0.1835,-0.06529984900995323
"[32, 64]",tanh,250,0.01,512,0.8133333333333334,0.18666666666666668,0.18666666666666668,-0.08368377011003414
"[32, 64]",tanh,250,0.001,16,0.8145,0.1855,0.1855,-0.07691074654684638
"[32, 64]",tanh,250,0.001,32,0.815,0.185,0.185,-0.07400802216262314
"[32, 64]",tanh,250,0.001,64,0.8151666666666667,0.18483333333333332,0.18483333333333332,-0.07304044736788184
"[32, 64]",tanh,250,0.001,128,0.814,0.186,0.186,-0.07981347093106961
"[32, 64]",tanh,250,0.001,256,0.8136666666666666,0.18633333333333332,0.18633333333333332,-0.08174862052055176
