hidden_layers,activation,epochs,lr,batch_size,mae,mse,r2
"[4, 16, 32]",linear,10,0.01,512,3323.3333070235594,131705900.22196044,-0.09143853187561035
"[4, 16, 32]",linear,10,0.001,16,3327.460476898618,131743809.35193673,-0.09175276756286621
"[4, 16, 32]",linear,10,0.001,32,3327.207365941341,131742095.87119551,-0.09173858165740967
"[4, 16, 32]",linear,10,0.001,64,3327.4876483998037,131744184.55635665,-0.09175586700439453
"[4, 16, 32]",linear,10,0.001,128,3327.0710274986336,131741005.63478732,-0.09172964096069336
"[4, 16, 32]",linear,10,0.001,256,3327.0463276969226,131741176.93123244,-0.09173107147216797
"[4, 16, 32]",linear,10,0.001,512,3327.1851193234684,131741975.11555703,-0.09173762798309326
"[4, 16, 32]",linear,10,0.0001,16,3327.3004973749867,131742559.09325929,-0.09174239635467529
"[4, 16, 32]",linear,10,0.0001,32,3326.9494525620476,131740713.17506275,-0.09172713756561279
"[4, 16, 32]",linear,10,0.0001,64,3327.24229267394,131742282.45354313,-0.09174013137817383
"[4, 16, 32]",linear,10,0.0001,128,3327.3683693916573,131743406.81450042,-0.09174942970275879
"[4, 16, 32]",linear,10,0.0001,256,3327.183261883129,131742150.67835255,-0.09173905849456787
"[4, 16, 32]",linear,10,0.0001,512,3327.5304444718895,131744236.45732503,-0.09175634384155273
"[4, 16, 32]",linear,25,0.1,16,2685.5910655943107,118215158.21555415,0.020358264446258545
"[4, 16, 32]",linear,25,0.1,32,2689.3982036069538,118163406.96688089,0.02078723907470703
"[4, 16, 32]",linear,25,0.1,64,2746.232990470325,118116831.7654196,0.02117323875427246
"[4, 16, 32]",linear,25,0.1,128,2664.5249313660474,118255816.5584967,0.020021259784698486
"[4, 16, 32]",linear,25,0.1,256,2711.183496828112,118199727.09760512,0.020486176013946533
"[4, 16, 32]",linear,25,0.1,512,2671.3432434232136,118246787.59974836,0.020096302032470703
"[4, 16, 32]",linear,25,0.01,16,3296.8184559348047,131365551.76748025,-0.08861815929412842
"[4, 16, 32]",linear,25,0.01,32,3299.8007808909438,131435525.1546442,-0.08919799327850342
"[4, 16, 32]",linear,25,0.01,64,3286.7269845122755,131299881.61390775,-0.08807408809661865
"[4, 16, 32]",linear,25,0.01,128,3292.550210751128,131398672.09757574,-0.08889257907867432
"[4, 16, 32]",linear,25,0.01,256,3296.918689202465,131366912.50236948,-0.08862948417663574
"[4, 16, 32]",linear,25,0.01,512,3301.32278790406,131458786.40347786,-0.08939075469970703
"[4, 16, 32]",linear,25,0.001,16,3326.9259934239085,131739851.14434779,-0.09171998500823975
"[4, 16, 32]",linear,25,0.001,32,3326.849349497918,131739498.22534588,-0.09171712398529053
"[4, 16, 32]",linear,25,0.001,64,3326.304795142038,131735836.38050528,-0.09168672561645508
"[4, 16, 32]",linear,25,0.001,128,3327.1049899476957,131741202.97224957,-0.09173119068145752
"[4, 16, 32]",linear,25,0.001,256,3326.9690676966657,131740467.11392623,-0.09172511100769043
"[4, 16, 32]",linear,25,0.001,512,3326.7743821826234,131739113.59521401,-0.09171390533447266
"[4, 16, 32]",linear,25,0.0001,16,3327.031204595177,131740828.86004552,-0.0917280912399292
"[4, 16, 32]",linear,25,0.0001,32,3327.3182401376484,131742586.47048107,-0.0917426347732544
"[4, 16, 32]",linear,25,0.0001,64,3327.5088899316033,131744226.4031518,-0.09175634384155273
"[4, 16, 32]",linear,25,0.0001,128,3327.3201594982993,131743014.67602625,-0.09174621105194092
"[4, 16, 32]",linear,25,0.0001,256,3327.2038564970276,131742182.30582103,-0.09173941612243652
"[4, 16, 32]",linear,25,0.0001,512,3326.946172838902,131740200.72193329,-0.09172284603118896
"[4, 16, 32]",linear,50,0.1,16,2907.0708892896596,117842334.37619337,0.02344799041748047
"[4, 16, 32]",linear,50,0.1,32,2909.2986218836977,117885255.6679683,0.023092150688171387
"[4, 16, 32]",linear,50,0.1,64,2911.0118297572576,117937494.11046605,0.022659361362457275
"[4, 16, 32]",linear,50,0.1,128,2917.2313501711888,117888920.36413664,0.02306187152862549
"[4, 16, 32]",linear,50,0.1,256,2903.2945649455783,117914381.21201631,0.022850871086120605
"[4, 16, 32]",linear,50,0.1,512,2920.74989108664,117863751.08559602,0.02327042818069458
"[4, 16, 32]",linear,50,0.01,16,3132.911630559395,126379272.90751605,-0.04729723930358887
"[4, 16, 32]",linear,50,0.01,32,3196.1454658403472,126758333.71742226,-0.050438523292541504
"[4, 16, 32]",linear,50,0.01,64,3230.1168674606815,126399821.7383339,-0.04746747016906738
"[4, 16, 32]",linear,50,0.01,128,3169.17673427513,126134578.51002574,-0.04526937007904053
"[4, 16, 32]",linear,50,0.01,256,3180.1004655046613,126710001.8266278,-0.05003798007965088
"[4, 16, 32]",linear,50,0.01,512,3119.429162531471,126125203.03334402,-0.04519164562225342
"[4, 16, 32]",linear,50,0.001,16,3325.7117624810853,131731869.8593488,-0.09165370464324951
"[4, 16, 32]",linear,50,0.001,32,3325.6537342607103,131730438.21958293,-0.09164190292358398
"[4, 16, 32]",linear,50,0.001,64,3325.4805907673117,131729590.32957937,-0.09163498878479004
"[4, 16, 32]",linear,50,0.001,128,3326.064872151911,131733552.00200891,-0.0916677713394165
"[4, 16, 32]",linear,50,0.001,256,3325.6093437325285,131729665.4069124,-0.09163546562194824
"[4, 16, 32]",linear,50,0.001,512,3325.734144989705,131731740.58260915,-0.0916527509689331
"[4, 16, 32]",linear,50,0.0001,16,3327.201721731492,131742175.7397812,-0.09173929691314697
"[4, 16, 32]",linear,50,0.0001,32,3327.5106074007786,131744251.09504817,-0.09175646305084229
"[4, 16, 32]",linear,50,0.0001,64,3327.1197704646556,131741043.34942968,-0.09172999858856201
"[4, 16, 32]",linear,50,0.0001,128,3327.424558010211,131743616.20579045,-0.0917513370513916
"[4, 16, 32]",linear,50,0.0001,256,3327.410740851073,131743621.59127486,-0.0917513370513916
"[4, 16, 32]",linear,50,0.0001,512,3327.486215194567,131743966.94156688,-0.09175407886505127
"[4, 16, 32]",linear,100,0.1,16,3007.805872223058,117939922.19517423,0.022639095783233643
"[4, 16, 32]",linear,100,0.1,32,3010.4120289755283,117932788.2454867,0.02269822359085083
"[4, 16, 32]",linear,100,0.1,64,3005.6381775746204,117940843.90330276,0.022631466388702393
"[4, 16, 32]",linear,100,0.1,128,3003.3210944420966,117932432.7470637,0.02270132303237915
"[4, 16, 32]",linear,100,0.1,256,3004.00862942128,117939957.0876136,0.022638797760009766
"[4, 16, 32]",linear,100,0.1,512,3002.730219100309,117938893.95946163,0.02264779806137085
"[4, 16, 32]",linear,100,0.01,16,3258.820249232507,118210316.4928533,0.020398437976837158
"[4, 16, 32]",linear,100,0.01,32,3232.959040021758,118242784.74021965,0.02012944221496582
"[4, 16, 32]",linear,100,0.01,64,3208.740368846326,118154024.17805226,0.02086484432220459
"[4, 16, 32]",linear,100,0.01,128,3339.8661936792305,118466929.69191347,0.018271923065185547
"[4, 16, 32]",linear,100,0.01,256,3263.424058378953,118171371.33869728,0.0207211971282959
"[4, 16, 32]",linear,100,0.01,512,3258.3325981094913,118169727.1821242,0.020734727382659912
"[4, 16, 32]",linear,100,0.001,16,3320.204787475424,131684903.56948285,-0.09126448631286621
"[4, 16, 32]",linear,100,0.001,32,3318.9423101920584,131661705.65431263,-0.09107232093811035
"[4, 16, 32]",linear,100,0.001,64,3319.4939144747823,131656299.38298182,-0.09102761745452881
"[4, 16, 32]",linear,100,0.001,128,3321.344846025196,131686420.74520011,-0.0912771224975586
"[4, 16, 32]",linear,100,0.001,256,3319.4470285300545,131660919.09860907,-0.09106588363647461
"[4, 16, 32]",linear,100,0.001,512,3319.5146004892704,131667294.01853693,-0.0911186933517456
"[4, 16, 32]",linear,100,0.0001,16,3327.2687633189003,131742612.33290175,-0.0917428731918335
"[4, 16, 32]",linear,100,0.0001,32,3327.4023375927786,131743487.69077075,-0.09175026416778564
"[4, 16, 32]",linear,100,0.0001,64,3327.1815368602124,131742086.45229283,-0.09173858165740967
"[4, 16, 32]",linear,100,0.0001,128,3327.0598399799296,131741261.20875295,-0.09173178672790527
"[4, 16, 32]",linear,100,0.0001,256,3327.316052428033,131742769.95885433,-0.09174418449401855
"[4, 16, 32]",linear,100,0.0001,512,3327.232742587829,131742255.08366375,-0.09174001216888428
"[4, 16, 32]",linear,250,0.1,16,3008.749175493166,117948233.49947044,0.022570252418518066
"[4, 16, 32]",linear,250,0.1,32,3008.7548314768214,117948325.72078316,0.022569477558135986
"[4, 16, 32]",linear,250,0.1,64,3008.7497122576115,117948298.26373592,0.02256983518600464
"[4, 16, 32]",linear,250,0.1,128,3008.7570870602503,117948323.12763597,0.022569596767425537
"[4, 16, 32]",linear,250,0.1,256,3008.751498190959,117948322.09301287,0.022569477558135986
"[4, 16, 32]",linear,250,0.1,512,3008.7579699406965,117948334.22507016,0.02256941795349121
"[4, 16, 32]",linear,250,0.01,16,3009.365904465256,117948368.78522758,0.02256917953491211
"[4, 16, 32]",linear,250,0.01,32,3008.693942783128,117946977.64163174,0.022580742835998535
"[4, 16, 32]",linear,250,0.01,64,3009.380600169893,117948215.9640672,0.022570431232452393
"[4, 16, 32]",linear,250,0.01,128,3008.6729747358704,117947341.92322826,0.02257770299911499
"[4, 16, 32]",linear,250,0.01,256,3009.201305840352,117947153.28123781,0.0225791335105896
"[4, 16, 32]",linear,250,0.01,512,3009.6600288040836,117948755.82538868,0.022565901279449463
"[4, 16, 32]",linear,250,0.001,16,3175.86014361255,128939530.05567482,-0.06851387023925781
"[4, 16, 32]",linear,250,0.001,32,3191.738426451504,129404676.11582251,-0.07236850261688232
"[4, 16, 32]",linear,250,0.001,64,3201.3935875116554,128990932.87872316,-0.0689399242401123
"[4, 16, 32]",linear,250,0.001,128,3176.387498087686,128901119.46830183,-0.06819546222686768
"[4, 16, 32]",linear,250,0.001,256,3172.5995208257336,129245293.33153771,-0.07104766368865967
"[4, 16, 32]",linear,250,0.001,512,3157.453483458392,128786027.41486605,-0.06724178791046143
"[4, 16, 32]",linear,250,0.0001,16,3327.0565303194508,131740298.82485938,-0.09172379970550537
"[4, 16, 32]",linear,250,0.0001,32,3326.8620049563538,131739075.49601933,-0.09171366691589355
"[4, 16, 32]",linear,250,0.0001,64,3326.852989074966,131739602.2286453,-0.09171783924102783
"[4, 16, 32]",linear,250,0.0001,128,3326.7053822688276,131738411.01502855,-0.09170806407928467
"[4, 16, 32]",linear,250,0.0001,256,3326.6310238658007,131738391.61173071,-0.09170794486999512
"[4, 16, 32]",linear,250,0.0001,512,3326.626638330601,131737506.21446994,-0.09170067310333252
"[4, 16, 32]",sigmoid,1,0.1,16,3325.420431419164,131730248.02117746,-0.09164035320281982
"[4, 16, 32]",sigmoid,1,0.1,32,3325.129432977862,131728314.82722074,-0.09162437915802002
"[4, 16, 32]",sigmoid,1,0.1,64,3325.2058515875256,131728821.97650184,-0.0916285514831543
"[4, 16, 32]",sigmoid,1,0.1,128,3325.0241904317063,131727614.12597412,-0.09161853790283203
"[4, 16, 32]",sigmoid,1,0.1,256,3324.6175881803283,131724917.90257762,-0.09159624576568604
"[4, 16, 32]",sigmoid,1,0.1,512,3325.583508031217,131731341.98043036,-0.09164941310882568
"[4, 16, 32]",sigmoid,1,0.01,16,3327.1740326576355,131741921.97460468,-0.09173715114593506
"[4, 16, 32]",sigmoid,1,0.01,32,3327.5117140961383,131744170.58269805,-0.09175586700439453
"[4, 16, 32]",sigmoid,1,0.01,64,3327.4637422874184,131743847.97399506,-0.09175312519073486
"[4, 16, 32]",sigmoid,1,0.01,128,3326.8362863342554,131739672.61683461,-0.09171855449676514
"[4, 16, 32]",sigmoid,1,0.01,256,3327.371628114755,131743234.77697667,-0.09174811840057373
"[4, 16, 32]",sigmoid,1,0.01,512,3327.354448195838,131743121.42401157,-0.09174704551696777
"[4, 16, 32]",sigmoid,1,0.001,16,3327.7351752808236,131745655.7965399,-0.09176814556121826
"[4, 16, 32]",sigmoid,1,0.001,32,3327.2591196530657,131742486.42345114,-0.09174180030822754
"[4, 16, 32]",sigmoid,1,0.001,64,3327.531885197808,131744301.37042905,-0.09175693988800049
"[4, 16, 32]",sigmoid,1,0.001,128,3327.400175334787,131743424.28277089,-0.09174954891204834
"[4, 16, 32]",sigmoid,1,0.001,256,3328.326053629826,131749589.22199874,-0.09180068969726562
"[4, 16, 32]",sigmoid,1,0.001,512,3327.352324165291,131743109.97854562,-0.09174704551696777
"[4, 16, 32]",sigmoid,1,0.0001,16,3327.7832367886945,131745977.91401868,-0.09177076816558838
"[4, 16, 32]",sigmoid,1,0.0001,32,3328.0097272976723,131747483.74784148,-0.09178316593170166
"[4, 16, 32]",sigmoid,1,0.0001,64,3327.010726574421,131740834.73192725,-0.09172821044921875
"[4, 16, 32]",sigmoid,1,0.0001,128,3326.867122458606,131739878.34504654,-0.0917201042175293
"[4, 16, 32]",sigmoid,1,0.0001,256,3327.413936773823,131743516.6801323,-0.0917503833770752
"[4, 16, 32]",sigmoid,1,0.0001,512,3327.5356824525948,131744330.3276425,-0.09175717830657959
"[4, 16, 32]",sigmoid,10,0.1,16,3295.546073552744,131532443.54885034,-0.09000122547149658
"[4, 16, 32]",sigmoid,10,0.1,32,3295.9878719554513,131535361.95577763,-0.09002530574798584
"[4, 16, 32]",sigmoid,10,0.1,64,3295.001328930546,131528859.39503334,-0.08997142314910889
"[4, 16, 32]",sigmoid,10,0.1,128,3294.9604611410623,131528588.50535733,-0.08996927738189697
"[4, 16, 32]",sigmoid,10,0.1,256,3298.8612367281444,131554336.27222672,-0.09018254280090332
"[4, 16, 32]",sigmoid,10,0.1,512,3298.0719459166608,131549106.5229297,-0.09013926982879639
"[4, 16, 32]",sigmoid,10,0.01,16,3325.1888856509545,131728703.71467347,-0.09162747859954834
"[4, 16, 32]",sigmoid,10,0.01,32,3325.164591341876,131728550.94415817,-0.09162628650665283
"[4, 16, 32]",sigmoid,10,0.01,64,3325.169682365691,131728584.9613634,-0.09162652492523193
"[4, 16, 32]",sigmoid,10,0.01,128,3325.951356726451,131733773.88382022,-0.09166955947875977
"[4, 16, 32]",sigmoid,10,0.01,256,3324.262211052733,131722525.17700474,-0.09157633781433105
"[4, 16, 32]",sigmoid,10,0.01,512,3324.8893590905896,131726722.64837115,-0.09161114692687988
"[4, 16, 32]",sigmoid,10,0.001,16,3327.282179401086,131742638.9875827,-0.0917431116104126
"[4, 16, 32]",sigmoid,10,0.001,32,3327.5318787899846,131744303.80553813,-0.09175693988800049
"[4, 16, 32]",sigmoid,10,0.001,64,3327.0120915174784,131740842.5333088,-0.09172821044921875
"[4, 16, 32]",sigmoid,10,0.001,128,3327.3414425474725,131743034.33921343,-0.09174644947052002
"[4, 16, 32]",sigmoid,10,0.001,256,3327.58253573031,131744637.37615922,-0.09175968170166016
"[4, 16, 32]",sigmoid,10,0.001,512,3326.7887625113713,131739358.0741625,-0.09171593189239502
"[4, 16, 32]",sigmoid,10,0.0001,16,3327.1676549061162,131741880.86663552,-0.0917367935180664
"[4, 16, 32]",sigmoid,10,0.0001,32,3327.566324315703,131744532.22467807,-0.09175872802734375
"[4, 16, 32]",sigmoid,10,0.0001,64,3327.002795174047,131740783.8953628,-0.09172773361206055
"[4, 16, 32]",sigmoid,10,0.0001,128,3327.7098333388208,131745485.92215896,-0.09176671504974365
"[4, 16, 32]",sigmoid,10,0.0001,256,3327.42709997168,131743605.80447339,-0.0917510986328125
"[4, 16, 32]",sigmoid,10,0.0001,512,3327.0213442527343,131740906.26237263,-0.0917288064956665
"[4, 16, 32]",sigmoid,25,0.1,16,3244.7682156764267,131199960.5468299,-0.08724594116210938
"[4, 16, 32]",sigmoid,25,0.1,32,3243.9308483457185,131194513.48666282,-0.08720076084136963
"[4, 16, 32]",sigmoid,25,0.1,64,3245.396237283265,131204044.01588996,-0.0872797966003418
"[4, 16, 32]",sigmoid,25,0.1,128,3247.3198345471546,131216563.72928172,-0.08738350868225098
"[4, 16, 32]",sigmoid,25,0.1,256,3246.4969740285596,131211210.52426012,-0.08733904361724854
"[4, 16, 32]",sigmoid,25,0.1,512,3247.9249436206123,131220503.45669344,-0.08741617202758789
"[4, 16, 32]",sigmoid,25,0.01,16,3320.082065880622,131694748.48115505,-0.0913461446762085
"[4, 16, 32]",sigmoid,25,0.01,32,3321.294894497427,131702796.92298678,-0.09141290187835693
"[4, 16, 32]",sigmoid,25,0.01,64,3319.8997900153727,131693522.07623316,-0.09133613109588623
"[4, 16, 32]",sigmoid,25,0.01,128,3321.2664012625683,131702566.27988787,-0.09141099452972412
"[4, 16, 32]",sigmoid,25,0.01,256,3320.3979296093707,131696804.42729151,-0.09136319160461426
"[4, 16, 32]",sigmoid,25,0.01,512,3320.9090277242067,131700183.90476406,-0.09139132499694824
"[4, 16, 32]",sigmoid,25,0.001,16,3327.0617640438304,131741171.70846237,-0.09173095226287842
"[4, 16, 32]",sigmoid,25,0.001,32,3326.775340553272,131739267.05723597,-0.09171521663665771
"[4, 16, 32]",sigmoid,25,0.001,64,3326.640007649586,131738367.63131438,-0.09170782566070557
"[4, 16, 32]",sigmoid,25,0.001,128,3327.502267786733,131744104.61340702,-0.09175527095794678
"[4, 16, 32]",sigmoid,25,0.001,256,3327.083422832786,131741315.47826377,-0.09173214435577393
"[4, 16, 32]",sigmoid,25,0.001,512,3327.2976401565934,131742740.25553866,-0.09174394607543945
"[4, 16, 32]",sigmoid,25,0.0001,16,3327.1237450058393,131741586.88863425,-0.09173429012298584
"[4, 16, 32]",sigmoid,25,0.0001,32,3326.394307644795,131736735.76864582,-0.09169423580169678
"[4, 16, 32]",sigmoid,25,0.0001,64,3327.242624530081,131742378.98079611,-0.09174096584320068
"[4, 16, 32]",sigmoid,25,0.0001,128,3327.5515182409067,131744434.51999213,-0.09175801277160645
"[4, 16, 32]",sigmoid,25,0.0001,256,3327.3247416340287,131742926.30050735,-0.09174549579620361
"[4, 16, 32]",sigmoid,25,0.0001,512,3327.169512537877,131741894.23339735,-0.09173691272735596
"[4, 16, 32]",sigmoid,50,0.1,16,3158.9755653653656,130648379.85959786,-0.08267498016357422
"[4, 16, 32]",sigmoid,50,0.1,32,3160.7505270700194,130659658.28514738,-0.08276855945587158
"[4, 16, 32]",sigmoid,50,0.1,64,3160.9955434925487,130661215.66400144,-0.08278143405914307
"[4, 16, 32]",sigmoid,50,0.1,128,3159.243479526273,130650081.82605217,-0.08268904685974121
"[4, 16, 32]",sigmoid,50,0.1,256,3159.9721101839527,130654711.29993436,-0.08272743225097656
"[4, 16, 32]",sigmoid,50,0.1,512,3159.845861553529,130653909.08171567,-0.08272087574005127
"[4, 16, 32]",sigmoid,50,0.01,16,3309.500715345945,131624573.66320439,-0.09076464176177979
"[4, 16, 32]",sigmoid,50,0.01,32,3310.8499138098764,131633470.05323395,-0.09083831310272217
"[4, 16, 32]",sigmoid,50,0.01,64,3309.996371203194,131627851.74245106,-0.09079170227050781
"[4, 16, 32]",sigmoid,50,0.01,128,3311.772527705888,131639614.08718137,-0.0908893346786499
"[4, 16, 32]",sigmoid,50,0.01,256,3311.370817800626,131636941.84488168,-0.09086716175079346
"[4, 16, 32]",sigmoid,50,0.01,512,3311.5405724999705,131638079.35822567,-0.09087646007537842
"[4, 16, 32]",sigmoid,50,0.001,16,3326.2277312598685,131735621.30279687,-0.09168493747711182
"[4, 16, 32]",sigmoid,50,0.001,32,3326.079703615418,131734639.47173166,-0.09167683124542236
"[4, 16, 32]",sigmoid,50,0.001,64,3326.4708049315,131737235.34047267,-0.09169840812683105
"[4, 16, 32]",sigmoid,50,0.001,128,3326.5972954201316,131738084.08484268,-0.091705322265625
"[4, 16, 32]",sigmoid,50,0.001,256,3326.329525261001,131736300.60957074,-0.0916905403137207
"[4, 16, 32]",sigmoid,50,0.001,512,3325.90761695837,131733485.12697013,-0.09166717529296875
"[4, 16, 32]",sigmoid,50,0.0001,16,3327.586243993362,131744666.16814302,-0.09176003932952881
"[4, 16, 32]",sigmoid,50,0.0001,32,3327.3567104714807,131743138.06180348,-0.09174716472625732
