Hidden_Layers,Activation,Epochs,Learning_Rate,Batch_Size,Loss,Accuracy,MAE,MSE,R2
[64],Identity,25,0.1,64,0.31696563959121704,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,250,0.001,128,0.179917573928833,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,250,0.001,64,0.20303066074848175,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.01,32,0.22056081891059875,0.855,0.145,0.145,0.4171440005302429
[8],Tanh,100,0.01,512,0.1781984269618988,0.855,0.145,0.145,0.4171440005302429
[32],Tanh,250,0.001,256,0.07279282063245773,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,25,0.001,128,0.1800708770751953,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,25,0.001,64,0.20348981022834778,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,25,0.001,32,0.21856290102005005,0.855,0.145,0.145,0.4171440005302429
[64],Identity,100,0.001,16,0.31496280431747437,0.855,0.145,0.145,0.4171440005302429
[32],Tanh,25,0.01,256,0.0840635895729065,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,250,0.01,32,0.2225610315799713,0.855,0.145,0.145,0.4171440005302429
[16],Identity,25,0.01,128,0.1820240318775177,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Sigmoid,10,0.01,128,0.15850965678691864,0.855,0.145,0.145,0.4171440005302429
[64],Identity,100,0.001,32,0.21649706363677979,0.855,0.145,0.145,0.4171440005302429
[64],Identity,25,0.001,16,0.3185487389564514,0.855,0.145,0.145,0.4171440005302429
[64],Sigmoid,250,0.001,256,0.12809404730796814,0.855,0.145,0.145,0.4171440005302429
[64],Identity,100,0.001,64,0.2020176351070404,0.855,0.145,0.145,0.4171440005302429
[64],Sigmoid,250,0.0001,64,0.28494229912757874,0.855,0.145,0.145,0.4171440005302429
[64],ReLU,1,0.01,16,0.4725477993488312,0.855,0.145,0.145,0.4171440005302429
[64],Identity,100,0.001,128,0.1792614758014679,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.0001,128,0.21317878365516663,0.855,0.145,0.145,0.4171440005302429
[32],Tanh,50,10.0,64,12.5,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,25,0.01,32,0.13929131627082825,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.0001,64,0.2042858749628067,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.0001,32,0.21461254358291626,0.855,0.145,0.145,0.4171440005302429
[32],Tanh,50,0.01,32,0.009759301319718361,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Sigmoid,10,0.1,128,0.0789794772863388,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.0001,16,0.3090498745441437,0.855,0.145,0.145,0.4171440005302429
[16],Identity,25,0.1,128,0.19759240746498108,0.855,0.145,0.145,0.4171440005302429
[32],Tanh,50,0.001,256,0.2032882571220398,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,50,0.0001,16,0.31536734104156494,0.855,0.145,0.145,0.4171440005302429
[64],Tanh,25,0.001,256,0.2704398036003113,0.855,0.145,0.145,0.4171440005302429
[64],Identity,25,0.1,256,0.15943630039691925,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Identity,50,0.001,128,0.1799386888742447,0.855,0.145,0.145,0.4171440005302429
[32],Tanh,100,0.001,512,0.2908022701740265,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.001,128,0.1792462021112442,0.855,0.145,0.145,0.4171440005302429
[64],Identity,250,0.001,64,0.20202679932117462,0.855,0.145,0.145,0.4171440005302429
[64],Identity,50,0.001,512,0.33445942401885986,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,50,0.01,256,0.01290715578943491,0.855,0.145,0.145,0.4171440005302429
[64],Tanh,250,0.001,32,0.008981743827462196,0.855,0.145,0.145,0.4171440005302429
[32],Identity,25,0.1,256,0.15818871557712555,0.855,0.145,0.145,0.4171440005302429
[32],Identity,50,0.1,256,0.1558549851179123,0.855,0.145,0.145,0.4171440005302429
[32],Identity,50,0.1,128,0.19335611164569855,0.855,0.145,0.145,0.4171440005302429
[32],Identity,50,0.1,64,0.21498078107833862,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,100,0.001,64,0.08518761396408081,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,50,0.0001,32,0.24508173763751984,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,25,0.01,256,0.10738051682710648,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,10,0.1,128,0.0965164452791214,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,10,0.1,256,0.06965893507003784,0.855,0.145,0.145,0.4171440005302429
[32],Identity,25,0.001,32,0.2180052399635315,0.855,0.145,0.145,0.4171440005302429
[32],Identity,25,0.001,16,0.3146049678325653,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,25,0.01,16,0.2732684016227722,0.855,0.145,0.145,0.4171440005302429
[32],Identity,25,0.1,128,0.19575980305671692,0.855,0.145,0.145,0.4171440005302429
[64],Tanh,250,0.001,256,0.045733168721199036,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,25,0.1,256,0.027290066704154015,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,25,0.1,128,0.034783244132995605,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,25,0.1,64,0.03327955678105354,0.855,0.145,0.145,0.4171440005302429
[32],Identity,25,0.1,64,0.21971212327480316,0.855,0.145,0.145,0.4171440005302429
[16],ReLU,100,0.001,32,0.12897998094558716,0.855,0.145,0.145,0.4171440005302429
[16],ReLU,100,0.001,128,0.12178850173950195,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,10,0.01,16,0.34327152371406555,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,25,0.01,32,0.17020414769649506,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.0001,64,0.2015199363231659,0.855,0.145,0.145,0.4171440005302429
[32],Identity,10,0.001,64,0.30512553453445435,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.0001,32,0.21453958749771118,0.855,0.145,0.145,0.4171440005302429
[32],Identity,50,0.001,16,0.3142191767692566,0.855,0.145,0.145,0.4171440005302429
[16],ReLU,50,0.001,32,0.17449727654457092,0.855,0.145,0.145,0.4171440005302429
[32],Identity,50,0.001,32,0.21593502163887024,0.855,0.145,0.145,0.4171440005302429
[32],Identity,50,0.001,64,0.20201046764850616,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.001,64,0.20166698098182678,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.001,32,0.2159413993358612,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.001,16,0.3137134611606598,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.01,128,0.1817893087863922,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.01,64,0.20596018433570862,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.01,32,0.22125312685966492,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.01,16,0.3465425968170166,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.1,256,0.1534900665283203,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,100,0.001,512,0.32345449924468994,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.001,512,0.3099619448184967,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.001,128,0.1791727989912033,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.001,64,0.20172971487045288,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.001,32,0.2160555124282837,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.001,16,0.31441986560821533,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.01,128,0.18214304745197296,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.01,32,0.22425416111946106,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.1,256,0.15500006079673767,0.855,0.145,0.145,0.4171440005302429
[32],Identity,100,0.1,128,0.18607018887996674,0.855,0.145,0.145,0.4171440005302429
[16],ReLU,50,1.0,256,6.25,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,250,0.0001,32,0.22268091142177582,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,50,0.01,256,0.10246174037456512,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,50,0.01,32,0.0960388034582138,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Sigmoid,50,0.1,64,0.024482931941747665,0.855,0.145,0.145,0.4171440005302429
[32],Identity,10,0.001,32,0.25823360681533813,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.0001,16,0.3090628683567047,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.001,128,0.17944245040416718,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,10,0.1,256,0.15814489126205444,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,10,0.01,256,0.15223218500614166,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,10,0.01,512,0.3274000883102417,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,50,0.1,16,0.8713163137435913,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,25,0.1,128,0.19968509674072266,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,25,0.1,256,0.15891589224338531,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,25,0.01,512,0.26344096660614014,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.1,256,0.15861794352531433,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.1,128,0.19734331965446472,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,25,0.01,256,0.09439440071582794,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,25,0.01,64,0.11716338247060776,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,25,0.01,32,0.10760491341352463,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.001,512,0.33174335956573486,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.001,128,0.17954441905021667,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.001,64,0.2024821639060974,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,25,0.001,16,0.3183528184890747,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,25,0.001,32,0.21747040748596191,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.001,32,0.21710531413555145,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,25,0.001,64,0.20251324772834778,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,25,0.001,128,0.1824485957622528,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.1,128,0.19709432125091553,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.001,16,0.3173290491104126,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,50,0.1,256,0.15772336721420288,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,10,0.1,16,0.5062665939331055,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.001,16,0.31467053294181824,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.001,32,0.21680870652198792,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.001,64,0.20230050384998322,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,50,0.01,128,0.04381491616368294,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.001,32,0.2168843299150467,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.001,16,0.31371498107910156,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,25,0.01,512,0.2597515881061554,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,50,0.001,64,0.09781353920698166,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,50,0.01,512,0.23789016902446747,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.01,128,0.18331749737262726,0.855,0.145,0.145,0.4171440005302429
[16],ReLU,250,0.001,64,0.05924799293279648,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,100,0.1,64,0.05791475251317024,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,100,0.01,256,0.04671035706996918,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,100,0.001,512,0.23827235400676727,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,250,0.01,512,0.020848380401730537,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,250,0.01,64,0.02303740382194519,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.01,32,0.22280354797840118,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,100,0.0001,32,0.2837114930152893,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,100,0.001,256,0.16344571113586426,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,250,0.1,256,0.155196875333786,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.0001,64,0.2472207248210907,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.0001,16,0.3123322129249573,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,250,0.001,256,0.10059080272912979,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,1,0.1,32,0.37668994069099426,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.001,128,0.17957299947738647,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,100,0.001,64,0.20238883793354034,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Identity,1,0.01,16,0.4722293019294739,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.001,128,0.1790987104177475,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.0001,16,0.3088586628437042,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,100,0.0001,128,0.22826778888702393,0.855,0.145,0.145,0.4171440005302429
[32],ReLU,50,0.001,16,0.1738765835762024,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,50,0.1,128,0.19310499727725983,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,50,0.1,256,0.1572398543357849,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.0001,16,0.3092840313911438,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,50,0.01,128,0.1829969584941864,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,250,0.001,32,0.0031725724693387747,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,1,0.1,64,0.2984905242919922,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,50,0.001,16,0.31359755992889404,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,50,0.001,512,0.32101014256477356,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,50,0.001,32,0.21580052375793457,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,50,0.001,64,0.20184871554374695,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,100,0.1,256,0.15600356459617615,0.855,0.145,0.145,0.4171440005302429
[16],Tanh,10,0.01,512,0.33908674120903015,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,10,0.1,32,0.1266929656267166,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,100,0.01,128,0.1827642321586609,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,10,0.1,256,0.10036472976207733,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,100,0.001,16,0.3139510452747345,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,100,0.001,32,0.21601486206054688,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,100,0.001,64,0.20160767436027527,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,100,0.001,128,0.17918089032173157,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,25,0.001,32,0.19124285876750946,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,25,0.01,512,0.239167720079422,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.1,128,3.125,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.1,256,0.15322035551071167,0.855,0.145,0.145,0.4171440005302429
[32],ReLU,50,0.01,512,0.09751223772764206,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.001,128,0.17896167933940887,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,25,0.01,256,0.13992749154567719,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.001,64,0.20141899585723877,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.01,32,0.22245658934116364,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.01,128,0.1817987561225891,0.855,0.145,0.145,0.4171440005302429
[64],Tanh,250,0.0001,32,0.19745594263076782,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.001,16,0.3131623864173889,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.001,32,0.21570554375648499,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.001,64,0.20151974260807037,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.001,128,0.18088890612125397,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.001,256,0.16550956666469574,0.855,0.145,0.145,0.4171440005302429
[16],Identity,100,0.001,512,0.3276417553424835,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,10,0.01,128,0.1869489997625351,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,250,0.0001,64,0.167367085814476,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,10,0.001,32,0.2725721001625061,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,25,0.1,128,0.19817005097866058,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,25,0.1,256,0.1589961051940918,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,25,0.01,128,0.18308906257152557,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.01,32,0.22021670639514923,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.01,64,0.20497313141822815,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.01,128,0.1813144087791443,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,25,0.001,16,0.3145008683204651,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,25,0.001,32,0.2184828519821167,0.855,0.145,0.145,0.4171440005302429
[32],ReLU,50,0.001,128,0.15676072239875793,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.001,16,0.3126148581504822,0.855,0.145,0.145,0.4171440005302429
[16],Identity,250,0.001,32,0.2154705673456192,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.01,16,0.31941717863082886,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,25,0.01,512,0.32005494832992554,0.855,0.145,0.145,0.4171440005302429
[32],Identity,250,0.0001,32,0.21546265482902527,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Sigmoid,100,0.01,512,0.2431526780128479,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,100,0.1,64,0.02422921732068062,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Sigmoid,250,0.01,256,0.04210144281387329,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Sigmoid,250,0.0001,16,0.41154876351356506,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,25,0.01,256,0.1276465207338333,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,250,0.001,512,0.3060719668865204,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,25,0.01,32,0.17600390315055847,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,250,0.0001,32,0.28769075870513916,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,25,0.001,128,0.14508852362632751,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,25,0.1,16,0.018458902835845947,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,10,0.01,16,0.23864535987377167,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,10,0.01,128,0.11606445908546448,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,10,0.001,32,0.4026291072368622,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,10,0.001,16,0.4518856108188629,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,25,0.001,32,0.16380932927131653,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,25,0.001,16,0.15235337615013123,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,10,0.01,512,0.2941431999206543,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,10,0.01,128,0.06646750867366791,0.855,0.145,0.145,0.4171440005302429
[16],ReLU,10,1.0,512,5.961581707000732,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,25,0.01,16,0.24841824173927307,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,25,0.01,256,0.08730661123991013,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,25,0.001,64,0.27793240547180176,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,50,0.1,256,0.02730148658156395,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",ReLU,50,0.001,16,0.2559802830219269,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",ReLU,100,0.001,128,0.046309709548950195,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,100,1.0,16,0.915961742401123,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.01,32,0.22198988497257233,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,100,0.1,64,0.00024200360348913819,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.01,128,0.18199428915977478,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.001,16,0.31261205673217773,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,10,0.01,512,0.2814731299877167,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.001,32,0.21573114395141602,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.001,64,0.20159319043159485,0.855,0.145,0.145,0.4171440005302429
[32],ReLU,10,0.01,512,0.29483234882354736,0.855,0.145,0.145,0.4171440005302429
[32],ReLU,10,0.01,64,0.11313915252685547,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,10,0.01,64,0.13631169497966766,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.001,128,0.17912085354328156,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,10,0.1,256,0.037993744015693665,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Identity,250,0.0001,16,0.3091859221458435,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,50,0.01,32,0.14396677911281586,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,50,0.01,64,0.1362774670124054,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Sigmoid,10,0.1,128,0.12210751324892044,0.855,0.145,0.145,0.4171440005302429
[32],ReLU,1,0.1,16,0.4596491754055023,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Sigmoid,50,0.1,16,0.22570157051086426,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,250,0.001,256,0.13259923458099365,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,50,0.001,64,0.2712045907974243,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,250,0.001,32,0.1737387776374817,0.855,0.145,0.145,0.4171440005302429
"[16, 32]",Tanh,1,0.1,32,0.5049780011177063,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,250,0.001,16,0.23011745512485504,0.855,0.145,0.145,0.4171440005302429
[32],Sigmoid,250,0.01,64,0.0018087392672896385,0.855,0.145,0.145,0.4171440005302429
[16],Sigmoid,100,0.01,64,0.06795467436313629,0.855,0.145,0.145,0.4171440005302429
"[4, 16]",Tanh,10,0.01,16,0.24061095714569092,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Tanh,250,0.0001,512,0.3050132393836975,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Identity,100,0.001,128,0.18034628033638,0.855,0.145,0.145,0.4171440005302429
[8],Identity,250,0.01,64,0.20418624579906464,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Identity,250,0.0001,32,0.2147948145866394,0.855,0.145,0.145,0.4171440005302429
[8],Identity,250,0.001,32,0.2153196930885315,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Identity,250,0.0001,64,0.20102834701538086,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Tanh,50,0.001,512,0.27447283267974854,0.855,0.145,0.145,0.4171440005302429
[4],Tanh,100,0.01,256,0.07416989654302597,0.855,0.145,0.145,0.4171440005302429
[4],Tanh,100,0.01,512,0.23662026226520538,0.855,0.145,0.145,0.4171440005302429
"[4, 16, 32]",Tanh,25,0.01,128,0.10726016759872437,0.855,0.145,0.145,0.4171440005302429
[8],Identity,250,0.001,16,0.31226587295532227,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Identity,250,0.0001,128,0.17894145846366882,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Identity,250,0.0001,512,0.3074324429035187,0.855,0.145,0.145,0.4171440005302429
[8],Identity,250,0.01,128,0.18095865845680237,0.855,0.145,0.145,0.4171440005302429
"[4, 16, 32]",Sigmoid,250,0.001,512,0.27740538120269775,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Sigmoid,10,0.1,32,0.07013200223445892,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Tanh,1,0.1,128,0.4482201635837555,0.855,0.145,0.145,0.4171440005302429
[8],Identity,250,0.01,32,0.21943309903144836,0.855,0.145,0.145,0.4171440005302429
[8],Identity,250,0.01,16,0.31795042753219604,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Sigmoid,10,0.1,512,0.4109154939651489,0.855,0.145,0.145,0.4171440005302429
"[32, 64]",Tanh,100,0.001,512,0.24268940091133118,0.855,0.145,0.145,0.4171440005302429
"[4, 16, 32]",Tanh,25,0.01,512,0.2523519694805145,0.855,0.145,0.145,0.4171440005302429
"[4, 16, 32]",Identity,100,0.1,128,0.19995342195034027,0.855,0.145,0.145,0.4171440005302429
[4],Identity,50,0.01,32,0.22081522643566132,0.855,0.145,0.145,0.4171440005302429
[4],Identity,50,0.01,128,0.1807810217142105,0.855,0.145,0.145,0.4171440005302429
[8],Sigmoid,250,0.1,32,0.03932876139879227,0.855,0.145,0.145,0.4171440005302429
[8],Identity,50,1.0,128,12.5,0.855,0.145,0.145,0.4171440005302429
[4],Identity,50,0.001,16,0.31160807609558105,0.855,0.145,0.145,0.4171440005302429
[4],Identity,50,0.001,32,0.2182338535785675,0.855,0.145,0.145,0.4171440005302429
"[16, 32, 64]",Identity,250,0.0001,16,0.3096558451652527,0.855,0.145,0.145,0.4171440005302429
