Hidden_Layers,Activation,Epochs,Learning_Rate,Batch_Size,Loss,Accuracy,MAE,MSE,R2
"[4, 16]",ReLU,100,0.01,128,0.04254116490483284,0.9,0.1,0.1,0.5980303287506104
"[16, 32, 64]",Sigmoid,50,0.001,64,0.1748083084821701,0.895,0.105,0.105,0.5779318809509277
"[4, 16]",Tanh,50,0.001,64,0.17549580335617065,0.895,0.105,0.105,0.5779318809509277
"[16, 32]",Tanh,50,0.001,64,0.15729555487632751,0.89,0.11,0.11,0.5578333735466003
"[4, 16]",ReLU,50,0.001,64,0.16884447634220123,0.89,0.11,0.11,0.5578333735466003
"[4, 16]",Sigmoid,100,0.001,64,0.18499654531478882,0.89,0.11,0.11,0.5578333735466003
"[4, 16]",Sigmoid,10,0.01,64,0.1771092265844345,0.885,0.115,0.115,0.537734866142273
[64],Sigmoid,10,0.1,16,0.06605798006057739,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",ReLU,10,0.1,32,0.1752920150756836,0.885,0.115,0.115,0.537734866142273
"[16, 32]",ReLU,25,0.001,64,0.1609024554491043,0.885,0.115,0.115,0.537734866142273
"[4, 16]",Sigmoid,100,0.001,32,0.19003978371620178,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",Tanh,100,0.001,128,0.151736319065094,0.885,0.115,0.115,0.537734866142273
"[4, 16]",Sigmoid,25,0.01,64,0.15822167694568634,0.885,0.115,0.115,0.537734866142273
[8],Sigmoid,50,0.01,128,0.14596620202064514,0.885,0.115,0.115,0.537734866142273
"[4, 16]",Sigmoid,10,0.01,32,0.19770362973213196,0.885,0.115,0.115,0.537734866142273
[4],Sigmoid,250,0.001,64,0.17616821825504303,0.885,0.115,0.115,0.537734866142273
[4],Sigmoid,250,0.001,32,0.18902423977851868,0.885,0.115,0.115,0.537734866142273
"[32, 64]",Tanh,25,0.001,128,0.15878921747207642,0.885,0.115,0.115,0.537734866142273
[4],Sigmoid,100,0.001,16,0.2928048372268677,0.885,0.115,0.115,0.537734866142273
[64],Tanh,100,0.1,64,2.3614134988747537e-05,0.885,0.115,0.115,0.537734866142273
[4],Sigmoid,25,0.01,64,0.17919683456420898,0.885,0.115,0.115,0.537734866142273
[4],Sigmoid,25,0.01,32,0.19212256371974945,0.885,0.115,0.115,0.537734866142273
"[16, 32, 64]",ReLU,10,0.1,512,0.1713099330663681,0.885,0.115,0.115,0.537734866142273
"[16, 32, 64]",Sigmoid,100,0.001,32,0.18375638127326965,0.885,0.115,0.115,0.537734866142273
[8],Tanh,25,0.01,128,0.1304931938648224,0.885,0.115,0.115,0.537734866142273
[8],ReLU,100,0.001,64,0.16509273648262024,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",Sigmoid,100,0.001,128,0.1534518003463745,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",Sigmoid,10,0.01,32,0.18193058669567108,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",Sigmoid,100,0.001,64,0.16931851208209991,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",Sigmoid,10,0.01,64,0.17490758001804352,0.885,0.115,0.115,0.537734866142273
"[4, 16, 32]",Tanh,10,0.01,64,0.16654072701931,0.88,0.12,0.12,0.5176364183425903
[32],ReLU,50,0.001,64,0.1448187679052353,0.88,0.12,0.12,0.5176364183425903
"[4, 16]",Sigmoid,250,0.001,32,0.17490284144878387,0.88,0.12,0.12,0.5176364183425903
"[4, 16]",Sigmoid,250,0.001,128,0.1466239094734192,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Tanh,10,0.001,32,0.2204468846321106,0.88,0.12,0.12,0.5176364183425903
[4],ReLU,50,0.1,16,0.24731487035751343,0.88,0.12,0.12,0.5176364183425903
"[32, 64]",Sigmoid,100,0.001,16,0.2541530430316925,0.88,0.12,0.12,0.5176364183425903
[16],Sigmoid,250,0.0001,16,0.35564011335372925,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,100,0.001,32,0.18701976537704468,0.88,0.12,0.12,0.5176364183425903
[8],ReLU,10,0.01,128,0.13882973790168762,0.88,0.12,0.12,0.5176364183425903
[8],Sigmoid,25,0.01,64,0.1781328022480011,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,25,0.01,64,0.16899195313453674,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",ReLU,250,0.0001,128,0.09056343138217926,0.88,0.12,0.12,0.5176364183425903
[4],Sigmoid,250,0.001,16,0.2988145351409912,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,100,0.001,16,0.27796387672424316,0.88,0.12,0.12,0.5176364183425903
[4],Sigmoid,250,0.001,128,0.1854533553123474,0.88,0.12,0.12,0.5176364183425903
"[4, 16]",Sigmoid,100,0.001,16,0.28275978565216064,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Tanh,50,0.001,32,0.16381877660751343,0.88,0.12,0.12,0.5176364183425903
"[16, 32]",Tanh,100,0.001,512,0.2676364779472351,0.88,0.12,0.12,0.5176364183425903
"[16, 32]",Tanh,100,0.001,16,0.10623303055763245,0.88,0.12,0.12,0.5176364183425903
"[4, 16]",Tanh,50,0.001,128,0.15908630192279816,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,50,0.001,16,0.2819758653640747,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",Identity,10,0.01,256,0.15324360132217407,0.88,0.12,0.12,0.5176364183425903
[64],ReLU,10,0.01,256,0.061871834099292755,0.88,0.12,0.12,0.5176364183425903
[4],ReLU,25,0.001,16,0.32177573442459106,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,50,0.001,32,0.19519442319869995,0.88,0.12,0.12,0.5176364183425903
[16],Sigmoid,50,0.01,128,0.14539743959903717,0.88,0.12,0.12,0.5176364183425903
"[16, 32]",Tanh,10,0.01,128,0.12738144397735596,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",ReLU,100,0.01,16,0.03059769980609417,0.88,0.12,0.12,0.5176364183425903
[8],Sigmoid,25,0.01,32,0.18801584839820862,0.88,0.12,0.12,0.5176364183425903
[32],ReLU,10,0.01,128,0.09407234191894531,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",Sigmoid,25,0.001,16,0.29244938492774963,0.88,0.12,0.12,0.5176364183425903
"[16, 32]",Sigmoid,10,0.01,64,0.18151554465293884,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",Tanh,50,0.0001,16,0.32913240790367126,0.88,0.12,0.12,0.5176364183425903
"[4, 16]",Tanh,100,0.001,128,0.13600635528564453,0.88,0.12,0.12,0.5176364183425903
"[4, 16]",Tanh,25,0.01,64,0.15386734902858734,0.88,0.12,0.12,0.5176364183425903
"[32, 64]",ReLU,25,0.001,64,0.11172465234994888,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",Sigmoid,50,0.01,64,0.07116380333900452,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",Sigmoid,25,0.001,32,0.19640874862670898,0.88,0.12,0.12,0.5176364183425903
[64],Tanh,25,0.1,64,0.0003289081796538085,0.88,0.12,0.12,0.5176364183425903
[4],Identity,250,0.1,64,0.25697484612464905,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,250,0.001,64,0.16830208897590637,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",Sigmoid,250,0.0001,16,0.2980251908302307,0.88,0.12,0.12,0.5176364183425903
[4],Tanh,10,0.01,64,0.18595170974731445,0.88,0.12,0.12,0.5176364183425903
"[16, 32, 64]",ReLU,250,0.0001,256,0.09878683090209961,0.88,0.12,0.12,0.5176364183425903
"[4, 16, 32]",Sigmoid,250,0.01,256,0.03701086342334747,0.88,0.12,0.12,0.5176364183425903
[4],ReLU,10,0.01,128,0.1874016672372818,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,250,0.001,128,0.1267681121826172,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Tanh,100,0.0001,32,0.21392029523849487,0.875,0.125,0.125,0.49753791093826294
[16],Identity,10,0.1,64,0.2537354826927185,0.875,0.125,0.125,0.49753791093826294
[64],Identity,10,0.01,512,0.3079087734222412,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Tanh,50,0.001,32,0.15292057394981384,0.875,0.125,0.125,0.49753791093826294
[16],Sigmoid,25,0.001,16,0.35261738300323486,0.875,0.125,0.125,0.49753791093826294
[16],Sigmoid,10,0.01,128,0.2118721604347229,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,250,0.001,32,0.1382472813129425,0.875,0.125,0.125,0.49753791093826294
[16],Sigmoid,25,0.01,128,0.15505525469779968,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,100,0.001,128,0.1477508544921875,0.875,0.125,0.125,0.49753791093826294
[64],Identity,10,0.01,16,0.39632245898246765,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Sigmoid,25,0.01,32,0.17358717322349548,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Identity,10,0.1,32,0.24893809854984283,0.875,0.125,0.125,0.49753791093826294
[16],Tanh,50,0.001,64,0.18388739228248596,0.875,0.125,0.125,0.49753791093826294
[32],Tanh,50,0.001,64,0.1786208152770996,0.875,0.125,0.125,0.49753791093826294
[4],Sigmoid,25,0.01,128,0.18538011610507965,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Sigmoid,25,0.001,16,0.31477200984954834,0.875,0.125,0.125,0.49753791093826294
[16],Identity,50,0.01,16,0.3533240556716919,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Tanh,250,0.0001,128,0.16442254185676575,0.875,0.125,0.125,0.49753791093826294
[4],Sigmoid,50,0.1,256,0.051263682544231415,0.875,0.125,0.125,0.49753791093826294
[64],Tanh,250,0.001,16,0.001808286178857088,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Tanh,25,0.0001,16,0.32039737701416016,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,25,0.01,512,0.2799682021141052,0.875,0.125,0.125,0.49753791093826294
[4],Sigmoid,10,0.01,16,0.306377112865448,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,50,0.001,16,0.28570717573165894,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Tanh,10,0.001,32,0.21691712737083435,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,50,0.001,32,0.18632209300994873,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,50,0.001,128,0.16362115740776062,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Tanh,25,0.001,64,0.1741429567337036,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,10,0.01,64,0.1705337017774582,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Sigmoid,100,0.001,64,0.16985753178596497,0.875,0.125,0.125,0.49753791093826294
[16],Tanh,50,0.001,16,0.2893119156360626,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Tanh,50,0.001,32,0.16422146558761597,0.875,0.125,0.125,0.49753791093826294
[8],Sigmoid,100,0.001,64,0.22224587202072144,0.875,0.125,0.125,0.49753791093826294
[16],ReLU,50,0.001,16,0.24810492992401123,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,100,0.001,32,0.18721385300159454,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Identity,10,0.01,512,0.3299330174922943,0.875,0.125,0.125,0.49753791093826294
[4],Tanh,10,0.01,32,0.2026366889476776,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Identity,10,0.001,64,0.23606742918491364,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,100,0.001,16,0.2814679443836212,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Tanh,10,0.001,64,0.1931121051311493,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,50,0.001,64,0.18673503398895264,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,50,0.001,16,0.2880873680114746,0.875,0.125,0.125,0.49753791093826294
[8],Sigmoid,10,0.1,128,0.09822234511375427,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",ReLU,250,0.001,16,0.10942354798316956,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",ReLU,250,0.001,64,0.10614977031946182,0.875,0.125,0.125,0.49753791093826294
[4],Tanh,25,0.01,128,0.1428268849849701,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Tanh,250,0.0001,64,0.2071138471364975,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",ReLU,25,0.001,32,0.15371304750442505,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,25,0.01,128,0.1504315733909607,0.875,0.125,0.125,0.49753791093826294
[4],Tanh,50,0.001,64,0.23111680150032043,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,10,0.01,128,0.14622510969638824,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",ReLU,10,0.01,256,0.08411425352096558,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",ReLU,10,0.01,64,0.14953389763832092,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Tanh,100,0.001,64,0.1485854983329773,0.875,0.125,0.125,0.49753791093826294
[4],Tanh,100,0.001,64,0.18685218691825867,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Tanh,25,0.001,64,0.19812752306461334,0.875,0.125,0.125,0.49753791093826294
[16],Tanh,250,0.0001,16,0.2865155041217804,0.875,0.125,0.125,0.49753791093826294
[16],Tanh,250,0.0001,64,0.2280123233795166,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,100,0.001,64,0.17900699377059937,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,100,0.001,128,0.15359410643577576,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Identity,10,0.1,32,0.20980241894721985,0.875,0.125,0.125,0.49753791093826294
[16],ReLU,25,0.001,32,0.2111419141292572,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Tanh,250,0.0001,32,0.19576069712638855,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Tanh,100,0.0001,32,0.2082715928554535,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Tanh,100,0.0001,16,0.31943923234939575,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Sigmoid,25,0.01,128,0.1435062140226364,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Tanh,250,0.001,512,0.2513994574546814,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",ReLU,250,0.0001,64,0.13785777986049652,0.875,0.125,0.125,0.49753791093826294
[4],ReLU,50,0.1,256,0.053298451006412506,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Sigmoid,50,0.001,16,0.30478012561798096,0.875,0.125,0.125,0.49753791093826294
[8],Sigmoid,50,0.001,32,0.24165594577789307,0.875,0.125,0.125,0.49753791093826294
"[4, 16, 32]",Sigmoid,100,0.01,256,0.0656583234667778,0.875,0.125,0.125,0.49753791093826294
[4],ReLU,100,0.1,256,0.06218710169196129,0.875,0.125,0.125,0.49753791093826294
[4],ReLU,100,0.1,512,0.15455766022205353,0.875,0.125,0.125,0.49753791093826294
[4],ReLU,100,0.01,32,0.15721619129180908,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Sigmoid,100,0.001,128,0.21713480353355408,0.875,0.125,0.125,0.49753791093826294
[8],ReLU,100,0.001,256,0.15489915013313293,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",ReLU,50,0.001,256,0.07447206228971481,0.875,0.125,0.125,0.49753791093826294
"[4, 16]",Sigmoid,250,0.001,64,0.14513114094734192,0.875,0.125,0.125,0.49753791093826294
[16],Sigmoid,250,0.001,128,0.1589648425579071,0.875,0.125,0.125,0.49753791093826294
[4],ReLU,250,0.001,16,0.21641895174980164,0.875,0.125,0.125,0.49753791093826294
[32],Sigmoid,10,0.01,128,0.1751934140920639,0.875,0.125,0.125,0.49753791093826294
[32],Sigmoid,10,0.01,64,0.1932387351989746,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,250,0.0001,32,0.22410807013511658,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Sigmoid,250,0.001,128,0.13291975855827332,0.875,0.125,0.125,0.49753791093826294
[4],ReLU,10,0.01,64,0.18990632891654968,0.875,0.125,0.125,0.49753791093826294
[16],Tanh,10,0.01,128,0.14737723767757416,0.875,0.125,0.125,0.49753791093826294
[8],Tanh,10,0.01,128,0.15513747930526733,0.875,0.125,0.125,0.49753791093826294
[64],ReLU,25,0.001,32,0.1893325299024582,0.875,0.125,0.125,0.49753791093826294
[64],ReLU,50,0.001,32,0.14070913195610046,0.875,0.125,0.125,0.49753791093826294
[64],Sigmoid,100,0.001,64,0.18792150914669037,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Sigmoid,50,0.001,64,0.18192267417907715,0.875,0.125,0.125,0.49753791093826294
"[16, 32, 64]",Tanh,250,0.0001,32,0.17905735969543457,0.875,0.125,0.125,0.49753791093826294
[8],Tanh,10,0.01,64,0.1767347753047943,0.875,0.125,0.125,0.49753791093826294
[64],Sigmoid,250,0.1,16,2.4680584829184227e-06,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Sigmoid,100,0.001,64,0.1786976456642151,0.875,0.125,0.125,0.49753791093826294
[8],Tanh,100,0.001,32,0.1925286054611206,0.875,0.125,0.125,0.49753791093826294
[8],Tanh,100,0.01,256,0.036880973726511,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Sigmoid,10,0.01,64,0.18099956214427948,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Sigmoid,10,0.001,16,0.37816715240478516,0.875,0.125,0.125,0.49753791093826294
"[32, 64]",Sigmoid,50,0.001,128,0.17146074771881104,0.875,0.125,0.125,0.49753791093826294
"[16, 32]",Tanh,250,0.0001,16,0.2573982775211334,0.87,0.13,0.13,0.47743940353393555
[16],ReLU,50,0.01,512,0.17735035717487335,0.87,0.13,0.13,0.47743940353393555
[32],Identity,50,0.1,512,0.3035789728164673,0.87,0.13,0.13,0.47743940353393555
[4],Tanh,25,0.001,32,0.2809598445892334,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,10,0.001,64,0.19974493980407715,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Identity,25,0.01,64,0.21256181597709656,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Identity,25,0.1,512,0.3023536503314972,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,10,0.01,64,0.11121583729982376,0.87,0.13,0.13,0.47743940353393555
[4],Tanh,25,0.01,16,0.2944071888923645,0.87,0.13,0.13,0.47743940353393555
[32],Identity,50,0.01,16,0.3566703200340271,0.87,0.13,0.13,0.47743940353393555
[4],Identity,10,0.1,32,0.23998330533504486,0.87,0.13,0.13,0.47743940353393555
[8],Tanh,25,0.001,32,0.2269836664199829,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,25,0.01,32,0.008531959727406502,0.87,0.13,0.13,0.47743940353393555
"[16, 32, 64]",Identity,50,0.01,64,0.21785201132297516,0.87,0.13,0.13,0.47743940353393555
[8],ReLU,250,0.0001,16,0.3375013768672943,0.87,0.13,0.13,0.47743940353393555
[4],Tanh,10,0.01,16,0.26256173849105835,0.87,0.13,0.13,0.47743940353393555
[4],Tanh,10,0.01,128,0.19642499089241028,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Tanh,50,0.0001,16,0.346514493227005,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Tanh,100,0.0001,16,0.2928435504436493,0.87,0.13,0.13,0.47743940353393555
"[16, 32, 64]",Tanh,10,0.001,16,0.29474663734436035,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,25,0.0001,16,0.3617002069950104,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Sigmoid,50,0.001,32,0.1938014030456543,0.87,0.13,0.13,0.47743940353393555
[4],Identity,50,0.1,64,0.2372543215751648,0.87,0.13,0.13,0.47743940353393555
[8],Sigmoid,10,0.01,64,0.21732714772224426,0.87,0.13,0.13,0.47743940353393555
[4],Sigmoid,250,0.01,256,0.06262224912643433,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,25,0.001,256,0.14098358154296875,0.87,0.13,0.13,0.47743940353393555
[8],Sigmoid,10,0.01,32,0.212293803691864,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Sigmoid,250,0.001,128,0.13912148773670197,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Sigmoid,25,0.001,32,0.21608780324459076,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Identity,10,0.1,512,0.31028851866722107,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Sigmoid,25,0.001,16,0.3202243447303772,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Tanh,25,0.1,512,0.1805608570575714,0.87,0.13,0.13,0.47743940353393555
[4],Sigmoid,50,0.001,16,0.34505996108055115,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Tanh,10,0.01,128,0.14541305601596832,0.87,0.13,0.13,0.47743940353393555
[4],Sigmoid,50,0.01,128,0.14427095651626587,0.87,0.13,0.13,0.47743940353393555
[4],Sigmoid,50,0.01,64,0.1633947193622589,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Identity,50,0.0001,16,0.3440508544445038,0.87,0.13,0.13,0.47743940353393555
"[16, 32, 64]",Tanh,50,0.001,256,0.10410569608211517,0.87,0.13,0.13,0.47743940353393555
[8],Identity,250,0.0001,32,0.23321136832237244,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Tanh,10,0.01,32,0.18854761123657227,0.87,0.13,0.13,0.47743940353393555
[32],Identity,10,0.001,16,0.3368113040924072,0.87,0.13,0.13,0.47743940353393555
[64],Tanh,100,0.001,128,0.12282320857048035,0.87,0.13,0.13,0.47743940353393555
[32],Identity,10,0.01,16,0.34642618894577026,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Identity,10,0.01,256,0.1461823284626007,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Identity,10,0.001,16,0.3276946246623993,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Sigmoid,250,0.0001,16,0.34180930256843567,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Tanh,10,0.01,64,0.18236760795116425,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Sigmoid,25,0.001,64,0.2155100703239441,0.87,0.13,0.13,0.47743940353393555
[4],Sigmoid,100,0.001,32,0.21502120792865753,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,100,0.001,64,0.19015850126743317,0.87,0.13,0.13,0.47743940353393555
[64],Identity,100,0.1,64,0.21628811955451965,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Tanh,10,0.1,64,0.1173306405544281,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Sigmoid,25,0.01,64,0.17096662521362305,0.87,0.13,0.13,0.47743940353393555
[32],Identity,25,0.01,16,0.34319308400154114,0.87,0.13,0.13,0.47743940353393555
[32],ReLU,100,0.001,256,0.08862023055553436,0.87,0.13,0.13,0.47743940353393555
[32],Identity,25,0.1,512,0.3035118877887726,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,10,0.1,256,0.04322495311498642,0.87,0.13,0.13,0.47743940353393555
[16],Identity,100,0.1,64,0.2216646671295166,0.87,0.13,0.13,0.47743940353393555
[8],Tanh,25,0.001,16,0.30965456366539,0.87,0.13,0.13,0.47743940353393555
[16],Identity,100,0.01,16,0.3391272723674774,0.87,0.13,0.13,0.47743940353393555
"[16, 32]",Sigmoid,10,0.01,32,0.1860126256942749,0.87,0.13,0.13,0.47743940353393555
[64],Sigmoid,100,0.001,32,0.199693500995636,0.87,0.13,0.13,0.47743940353393555
[64],Tanh,250,0.001,64,0.018621239811182022,0.87,0.13,0.13,0.47743940353393555
"[16, 32, 64]",Identity,250,0.01,16,0.3469950556755066,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,50,0.001,128,0.1270928978919983,0.87,0.13,0.13,0.47743940353393555
[4],Tanh,10,1.0,512,0.275125652551651,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Sigmoid,10,0.01,256,0.11360545456409454,0.87,0.13,0.13,0.47743940353393555
[4],ReLU,1,0.1,16,0.48830169439315796,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,25,0.001,16,0.36608803272247314,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,25,0.01,256,0.14242517948150635,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Tanh,100,0.001,64,0.1524677872657776,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Tanh,100,0.001,512,0.26070526242256165,0.87,0.13,0.13,0.47743940353393555
[8],Tanh,50,0.001,64,0.2048645317554474,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,25,0.1,256,0.047075055539608,0.87,0.13,0.13,0.47743940353393555
[4],ReLU,25,0.01,64,0.16418996453285217,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Tanh,10,0.001,16,0.29898083209991455,0.87,0.13,0.13,0.47743940353393555
[64],Identity,100,0.0001,32,0.23418977856636047,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,10,0.01,16,0.3046102821826935,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,25,0.001,32,0.25222957134246826,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,25,0.001,16,0.33614152669906616,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,25,0.01,64,0.16947807371616364,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Tanh,250,0.0001,64,0.16739153861999512,0.87,0.13,0.13,0.47743940353393555
[4],ReLU,250,0.001,64,0.15259146690368652,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,50,0.001,16,0.3038857579231262,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,250,0.0001,32,0.2499452829360962,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,250,0.0001,16,0.3309294879436493,0.87,0.13,0.13,0.47743940353393555
[4],ReLU,50,0.01,64,0.1580459028482437,0.87,0.13,0.13,0.47743940353393555
"[4, 16, 32]",Tanh,50,0.001,128,0.1488608717918396,0.87,0.13,0.13,0.47743940353393555
[16],Sigmoid,100,0.001,64,0.19515776634216309,0.87,0.13,0.13,0.47743940353393555
"[32, 64]",Sigmoid,100,0.001,128,0.15849709510803223,0.87,0.13,0.13,0.47743940353393555
[8],Sigmoid,50,0.001,16,0.31927594542503357,0.87,0.13,0.13,0.47743940353393555
[4],ReLU,50,0.001,64,0.2421606332063675,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,50,0.001,32,0.2190212905406952,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,50,0.01,64,0.13786260783672333,0.87,0.13,0.13,0.47743940353393555
[16],Sigmoid,50,0.001,32,0.21909436583518982,0.87,0.13,0.13,0.47743940353393555
"[4, 16]",Sigmoid,50,0.01,32,0.13719308376312256,0.87,0.13,0.13,0.47743940353393555
[64],Identity,250,0.01,16,0.32887160778045654,0.87,0.13,0.13,0.47743940353393555
[32],Sigmoid,50,0.001,64,0.21839433908462524,0.87,0.13,0.13,0.47743940353393555
