Hidden_Layers,Activation,Epochs,Learning_Rate,Batch_Size,Loss,Accuracy,MAE,MSE,R2
"[16, 32]",Sigmoid,250,0.1,256,0.00020657479763031006,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.1,64,0.00019102318037766963,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,250,0.01,128,8.531664934707806e-05,1.0,0.0,0.0,1.0
[64],Tanh,250,0.1,32,1.87880198154744e-06,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,25,0.1,64,0.0003836224495898932,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,25,0.1,128,0.0010070687858387828,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.1,256,0.0005133795202709734,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,250,0.01,256,0.00015083467587828636,1.0,0.0,0.0,1.0
[64],ReLU,50,0.01,64,0.0062769632786512375,1.0,0.0,0.0,1.0
[16],Sigmoid,100,0.1,512,0.011441503651440144,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.1,32,1.574440102558583e-05,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.1,16,3.6237562994756445e-07,1.0,0.0,0.0,1.0
[16],Sigmoid,250,1.0,256,0.0011109871556982398,1.0,0.0,0.0,1.0
[64],Sigmoid,250,0.1,512,0.000770270824432373,1.0,0.0,0.0,1.0
[32],Tanh,250,0.001,16,0.0014363410882651806,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,50,0.1,64,0.00010364303307142109,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.1,512,0.0035836119204759598,1.0,0.0,0.0,1.0
[64],Tanh,250,0.1,128,1.320957835559966e-05,1.0,0.0,0.0,1.0
[64],Tanh,250,0.1,512,0.00012247017002664506,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.01,32,0.0007274014060385525,1.0,0.0,0.0,1.0
[32],Sigmoid,50,1.0,128,0.0010760154109448195,1.0,0.0,0.0,1.0
[16],Sigmoid,250,0.01,64,0.0049171457067132,1.0,0.0,0.0,1.0
[64],ReLU,50,0.1,256,0.000316665624268353,1.0,0.0,0.0,1.0
[16],Tanh,250,0.1,64,2.9504501071642153e-05,1.0,0.0,0.0,1.0
[16],Tanh,250,0.1,128,9.274955664295703e-05,1.0,0.0,0.0,1.0
[16],Tanh,250,0.1,256,7.47715967008844e-05,1.0,0.0,0.0,1.0
[64],Tanh,250,0.01,32,2.116676296282094e-05,1.0,0.0,0.0,1.0
[64],Sigmoid,50,0.1,32,0.00011464006820460781,1.0,0.0,0.0,1.0
[64],Tanh,250,0.01,64,0.00012550198880489916,1.0,0.0,0.0,1.0
[64],Tanh,250,0.01,256,0.00044103298569098115,1.0,0.0,0.0,1.0
[64],Sigmoid,50,0.1,64,0.0009448836208321154,1.0,0.0,0.0,1.0
[64],Tanh,250,0.001,16,0.0004949447466060519,1.0,0.0,0.0,1.0
[64],Sigmoid,50,0.1,128,0.0008116168319247663,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,25,0.01,64,0.0016802232712507248,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,25,0.01,256,0.004784558899700642,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,50,0.1,256,0.001266017439775169,1.0,0.0,0.0,1.0
"[4, 16, 32]",Tanh,250,0.01,64,0.0007202631095424294,1.0,0.0,0.0,1.0
[32],Tanh,250,0.1,128,1.814582537917886e-05,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,50,0.01,32,0.00019944575615227222,1.0,0.0,0.0,1.0
[32],Tanh,250,0.1,512,0.00023981058620847762,1.0,0.0,0.0,1.0
[64],Tanh,100,0.1,16,8.806087862467393e-06,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,100,0.001,32,0.004666012246161699,1.0,0.0,0.0,1.0
[32],Sigmoid,25,1.0,128,0.0010813679546117783,1.0,0.0,0.0,1.0
[64],Tanh,100,0.1,128,8.844163676258177e-05,1.0,0.0,0.0,1.0
[64],Tanh,100,0.1,256,0.00013621366815641522,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,100,0.01,512,0.004140704404562712,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,100,0.01,256,0.0003396320971660316,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,100,0.01,32,2.0603692973963916e-06,1.0,0.0,0.0,1.0
[32],Sigmoid,25,0.1,16,0.0006386260502040386,1.0,0.0,0.0,1.0
[16],Tanh,100,0.1,128,0.00031408111681230366,1.0,0.0,0.0,1.0
[32],Sigmoid,25,0.1,32,0.0010804866906255484,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,100,0.01,128,0.00020048083388246596,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,50,0.1,128,6.655893957940862e-05,1.0,0.0,0.0,1.0
[32],Tanh,50,0.1,512,0.00557149900123477,1.0,0.0,0.0,1.0
[64],Tanh,100,0.01,32,0.0003190887800883502,1.0,0.0,0.0,1.0
[16],Tanh,100,0.01,128,0.011976221576333046,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,100,0.1,512,0.0002908539609052241,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,100,0.01,16,2.316762390819349e-07,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,100,0.1,256,2.8409851438482292e-05,1.0,0.0,0.0,1.0
[32],Tanh,250,0.01,64,0.0002797193010337651,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,50,0.1,512,0.00043701211689040065,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,50,0.1,256,0.00018955350969918072,1.0,0.0,0.0,1.0
[32],Tanh,25,0.01,16,0.01715097948908806,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,250,0.01,128,5.358631824492477e-06,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,250,0.01,64,4.170452939433744e-06,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,50,0.1,64,0.0005772384465672076,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,50,0.1,32,0.0006842578877694905,1.0,0.0,0.0,1.0
[64],Tanh,250,0.001,32,0.0038413095753639936,1.0,0.0,0.0,1.0
[64],Tanh,250,0.001,64,0.018563352525234222,1.0,0.0,0.0,1.0
[32],Sigmoid,50,0.1,32,0.0003218871133867651,1.0,0.0,0.0,1.0
[32],Tanh,25,0.1,64,0.0010222194250673056,1.0,0.0,0.0,1.0
[32],Tanh,100,0.01,128,0.002784058451652527,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,25,0.1,64,0.002086233114823699,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.1,32,5.8902114687953144e-06,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.1,16,2.680646673525189e-07,1.0,0.0,0.0,1.0
[32],Sigmoid,250,1.0,512,0.0016010386170819402,1.0,0.0,0.0,1.0
[32],Sigmoid,250,1.0,256,0.00010065425158245489,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,250,0.1,32,8.189603249775246e-06,1.0,0.0,0.0,1.0
[32],Sigmoid,250,1.0,64,3.528839079081081e-05,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,25,0.01,32,0.002702317200601101,1.0,0.0,0.0,1.0
[64],Sigmoid,250,1.0,128,3.202084917575121e-05,1.0,0.0,0.0,1.0
[32],Tanh,25,0.1,256,0.002347695641219616,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,100,0.1,512,0.004414747469127178,1.0,0.0,0.0,1.0
[32],Tanh,25,0.1,32,0.0003803172439802438,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,100,0.01,16,0.00010358639701735228,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,50,0.01,128,0.0008535770466551185,1.0,0.0,0.0,1.0
"[4, 16, 32]",ReLU,250,0.01,128,0.00032063055550679564,1.0,0.0,0.0,1.0
[32],Sigmoid,100,0.01,16,0.001759873703122139,1.0,0.0,0.0,1.0
[32],Sigmoid,100,0.1,512,0.010126478970050812,1.0,0.0,0.0,1.0
"[16, 32]",ReLU,50,0.01,256,0.0022364892065525055,1.0,0.0,0.0,1.0
[32],Tanh,100,0.01,256,0.009240701794624329,1.0,0.0,0.0,1.0
[32],Sigmoid,100,0.1,64,0.0003476272977422923,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.1,256,2.3261587500655878e-07,1.0,0.0,0.0,1.0
[32],Sigmoid,100,0.1,16,2.5163670215988532e-05,1.0,0.0,0.0,1.0
[32],Sigmoid,100,1.0,512,0.011884727515280247,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.001,16,1.632947572716148e-07,1.0,0.0,0.0,1.0
[32],Sigmoid,100,1.0,256,0.0006398921250365674,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.01,32,6.477104363966646e-08,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,100,0.001,32,0.0017294533317908645,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.01,256,6.483991001005052e-06,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,25,0.1,128,0.0009848454501479864,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,25,0.01,64,0.011132031679153442,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,25,0.01,16,0.0011095483787357807,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,100,0.001,32,0.00020133910584263504,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,50,0.001,16,0.0007689607446081936,1.0,0.0,0.0,1.0
[16],Tanh,250,0.01,64,0.0008790471474640071,1.0,0.0,0.0,1.0
[64],Sigmoid,50,0.1,512,0.00873387698084116,1.0,0.0,0.0,1.0
[16],Tanh,250,0.01,128,0.001525295665487647,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,50,0.01,256,0.0001255080715054646,1.0,0.0,0.0,1.0
[16],Tanh,250,0.01,256,0.0024516903795301914,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,250,0.01,16,3.416367988506863e-08,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,50,0.01,512,0.0034394795075058937,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,100,0.001,128,0.0016512481961399317,1.0,0.0,0.0,1.0
[16],Tanh,250,0.01,512,0.012360530905425549,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,100,0.1,256,0.00010994874901371077,1.0,0.0,0.0,1.0
[32],Sigmoid,50,0.1,128,0.0019078718032687902,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,50,0.1,16,0.0004519487265497446,1.0,0.0,0.0,1.0
[64],Sigmoid,250,0.1,128,8.517126843798906e-05,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.001,512,0.003551915753632784,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,50,0.1,32,5.464570131152868e-05,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,250,0.1,128,1.0244719305774197e-05,1.0,0.0,0.0,1.0
[64],Sigmoid,250,0.1,32,3.660753009171458e-06,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.001,256,0.0004821824259124696,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,50,0.1,64,0.0019491101847961545,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,50,0.01,16,0.0006808830075897276,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,250,0.001,128,0.00018868615734390914,1.0,0.0,0.0,1.0
[16],ReLU,250,0.1,256,6.524069613078609e-05,1.0,0.0,0.0,1.0
"[32, 64]",Sigmoid,250,0.1,256,0.00010785244376165792,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.01,128,0.0027809629682451487,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.01,64,0.0017628500936552882,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.01,32,0.0002634259290061891,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.01,16,2.2961205104365945e-05,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.1,512,0.0008013024926185608,1.0,0.0,0.0,1.0
[32],Sigmoid,250,0.1,256,0.000214370375033468,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,250,0.1,128,2.6182735382462852e-05,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.001,256,0.004206186626106501,1.0,0.0,0.0,1.0
[32],Tanh,250,0.01,16,7.211342563095968e-07,1.0,0.0,0.0,1.0
[64],Sigmoid,100,1.0,64,3.514943819027394e-05,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,100,0.1,256,0.00010798222501762211,1.0,0.0,0.0,1.0
[64],Tanh,25,0.01,32,0.008918041363358498,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,250,0.1,256,1.4534348338202108e-06,1.0,0.0,0.0,1.0
[32],Tanh,250,0.1,32,4.71532348456094e-06,1.0,0.0,0.0,1.0
[32],Tanh,100,0.1,128,0.00011668423394439742,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,250,0.01,16,7.280621048266767e-07,1.0,0.0,0.0,1.0
[32],Tanh,10,0.1,32,0.005529307760298252,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,100,0.01,128,9.88134925137274e-05,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,100,0.01,16,1.419463205820648e-05,1.0,0.0,0.0,1.0
[64],Tanh,25,0.1,256,0.0009226832189597189,1.0,0.0,0.0,1.0
[64],Tanh,25,0.1,128,0.0009336743969470263,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.1,32,5.576294825004879e-06,1.0,0.0,0.0,1.0
[16],Sigmoid,100,0.1,16,0.00016909227997530252,1.0,0.0,0.0,1.0
[16],Sigmoid,100,0.1,32,0.0002334874588996172,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,250,0.1,64,1.7114901993409148e-06,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,250,0.1,128,4.8165939006139524e-06,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.1,64,2.6517823243921157e-06,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.1,128,8.264293683168944e-06,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.1,256,2.3897764549474232e-05,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,250,0.01,32,6.5457413711556e-07,1.0,0.0,0.0,1.0
[32],ReLU,100,0.01,16,0.00021386612206697464,1.0,0.0,0.0,1.0
[64],Sigmoid,250,0.01,512,0.01231428887695074,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,100,0.1,512,0.0023510765749961138,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,250,0.1,512,4.3913067202083766e-05,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,100,0.1,512,0.00014214239490684122,1.0,0.0,0.0,1.0
[64],Sigmoid,100,0.1,16,2.046321242232807e-05,1.0,0.0,0.0,1.0
[64],Tanh,25,0.01,16,0.005718523170799017,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,50,0.1,256,0.00044805736979469657,1.0,0.0,0.0,1.0
[32],Tanh,100,1.0,256,0.0015165040967985988,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,50,0.01,16,3.7795674870721996e-05,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,100,0.1,256,5.846805652254261e-05,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,100,0.1,128,5.256142685539089e-05,1.0,0.0,0.0,1.0
[32],Tanh,50,0.1,16,5.7176821428583935e-05,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,100,0.1,32,0.0002668353554327041,1.0,0.0,0.0,1.0
"[16, 32, 64]",Sigmoid,100,0.01,32,0.0001671411591814831,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,50,0.01,256,0.0003797681420110166,1.0,0.0,0.0,1.0
[64],Sigmoid,10,0.1,16,0.0016288424376398325,1.0,0.0,0.0,1.0
[32],ReLU,250,0.01,32,2.6350628104410134e-05,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,50,0.01,128,0.00018603404168970883,1.0,0.0,0.0,1.0
[32],Tanh,100,0.1,16,1.9220342437620275e-05,1.0,0.0,0.0,1.0
[32],Tanh,100,0.1,32,2.5045208531082608e-05,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,100,0.01,256,0.009609272703528404,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,50,0.1,128,8.409943256992847e-05,1.0,0.0,0.0,1.0
[16],ReLU,50,0.1,256,0.004967358894646168,1.0,0.0,0.0,1.0
"[16, 32, 64]",Sigmoid,100,0.01,256,0.0020821290090680122,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,100,0.01,32,0.00028554105665534735,1.0,0.0,0.0,1.0
[32],ReLU,250,0.1,256,1.959350993274711e-05,1.0,0.0,0.0,1.0
[64],Sigmoid,100,0.1,512,0.0034357765689492226,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,100,0.01,16,0.00017788626428227872,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,50,0.1,512,0.00010421065235277638,1.0,0.0,0.0,1.0
[16],Sigmoid,25,0.1,16,0.001305631478317082,1.0,0.0,0.0,1.0
[32],Tanh,250,0.1,16,1.0767827234303695e-06,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,100,0.1,128,0.000261622917605564,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,250,0.01,256,0.00021120303426869214,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,50,0.01,32,1.4610299331252463e-05,1.0,0.0,0.0,1.0
[32],Tanh,100,0.1,512,0.0011238028528168797,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,50,0.01,64,3.667699274956249e-05,1.0,0.0,0.0,1.0
[64],Tanh,50,0.01,128,0.01085627544671297,1.0,0.0,0.0,1.0
"[16, 32, 64]",ReLU,100,0.01,512,7.188636664068326e-05,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,100,0.01,64,4.560080560622737e-05,1.0,0.0,0.0,1.0
[32],Tanh,100,0.01,64,0.002238584216684103,1.0,0.0,0.0,1.0
[64],Sigmoid,100,0.01,128,0.017147116363048553,1.0,0.0,0.0,1.0
[64],Sigmoid,100,0.1,64,0.000214667699765414,1.0,0.0,0.0,1.0
[32],Tanh,100,1.0,128,0.0012060896260663867,1.0,0.0,0.0,1.0
[64],Tanh,25,0.1,32,0.0002310949785169214,1.0,0.0,0.0,1.0
[64],Tanh,25,0.1,16,0.0002332466683583334,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.01,16,8.10615858881647e-08,1.0,0.0,0.0,1.0
[64],Sigmoid,25,0.1,32,0.0008133890223689377,1.0,0.0,0.0,1.0
[64],ReLU,250,0.01,64,0.00010146693966817111,1.0,0.0,0.0,1.0
"[32, 64]",ReLU,100,0.01,32,1.1268039997958113e-05,1.0,0.0,0.0,1.0
[16],Sigmoid,100,0.1,128,0.0021062653977423906,1.0,0.0,0.0,1.0
[16],Sigmoid,100,0.1,256,0.0010546512203291059,1.0,0.0,0.0,1.0
[32],Tanh,50,0.1,64,0.00027549901278689504,1.0,0.0,0.0,1.0
[64],Sigmoid,25,0.1,64,0.004122725687921047,1.0,0.0,0.0,1.0
[16],Sigmoid,50,0.1,64,0.004602678585797548,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,250,0.01,512,6.654673052253202e-05,1.0,0.0,0.0,1.0
[16],Sigmoid,50,0.1,128,0.008328727446496487,1.0,0.0,0.0,1.0
"[16, 32]",Sigmoid,250,0.1,64,8.629611329524778e-06,1.0,0.0,0.0,1.0
[64],Tanh,10,0.1,32,0.0009211557917296886,1.0,0.0,0.0,1.0
[64],Tanh,10,0.1,16,0.0011487203883007169,1.0,0.0,0.0,1.0
[64],Sigmoid,25,0.1,128,0.004457356408238411,1.0,0.0,0.0,1.0
[32],Sigmoid,10,0.1,16,0.00524838175624609,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,50,0.01,16,1.2211052307975478e-05,1.0,0.0,0.0,1.0
"[16, 32, 64]",Sigmoid,250,0.01,16,2.513982053642394e-07,1.0,0.0,0.0,1.0
"[16, 32, 64]",Sigmoid,250,0.01,32,1.441007771063596e-05,1.0,0.0,0.0,1.0
[64],Tanh,50,0.1,256,0.0004123332619201392,1.0,0.0,0.0,1.0
[64],Tanh,50,0.1,32,8.349395648110658e-05,1.0,0.0,0.0,1.0
[64],Sigmoid,100,0.01,16,0.0007799835875630379,1.0,0.0,0.0,1.0
"[16, 32, 64]",Tanh,250,0.001,32,4.2545310861896724e-05,1.0,0.0,0.0,1.0
[64],Tanh,50,0.1,512,0.0017564912559464574,1.0,0.0,0.0,1.0
[64],Tanh,50,0.01,16,0.0007930687279440463,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,250,0.01,128,2.392253009020351e-05,1.0,0.0,0.0,1.0
[64],Tanh,50,0.01,32,0.001759547390975058,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,50,0.01,32,0.00012699556828010827,1.0,0.0,0.0,1.0
[64],Sigmoid,100,0.01,32,0.002444444689899683,1.0,0.0,0.0,1.0
[16],Tanh,50,0.1,32,0.0005687386146746576,1.0,0.0,0.0,1.0
"[32, 64]",Tanh,50,0.01,64,0.0003821328573394567,1.0,0.0,0.0,1.0
"[16, 32]",Tanh,250,0.01,64,1.1017779797839466e-05,1.0,0.0,0.0,1.0
[16],Tanh,50,0.01,32,0.010494346730411053,1.0,0.0,0.0,1.0
[32],Tanh,100,1.0,512,0.038125477731227875,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[16, 32, 64]",ReLU,50,0.001,32,0.003787261201068759,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[16, 32, 64]",Sigmoid,250,0.1,128,0.00915389135479927,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[16, 32, 64]",Sigmoid,100,0.1,256,0.015593365766108036,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[16, 32]",Tanh,25,0.1,64,0.0027474225498735905,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
[32],Tanh,250,1.0,128,0.00015176783199422061,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
[32],Tanh,50,1.0,256,0.0134509839117527,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
[64],Tanh,10,0.1,128,0.00875279400497675,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",Sigmoid,25,0.1,16,0.0010366777423769236,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",Sigmoid,100,0.1,32,0.002299585845321417,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",Sigmoid,100,0.1,64,0.002230096608400345,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",Sigmoid,25,0.1,32,0.002393221016973257,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",Sigmoid,25,0.01,16,0.002613864140585065,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[16, 32]",Sigmoid,100,0.1,512,0.019346285611391068,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",Sigmoid,250,0.1,64,0.0022139507345855236,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
[32],Tanh,10,0.1,64,0.007367955520749092,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
[16],Tanh,25,0.1,128,0.007332650478929281,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[16, 32, 64]",Tanh,250,0.1,512,0.003961518406867981,0.995121955871582,0.004878048780487805,0.004878048780487805,0.9804873466491699
"[32, 64]",ReLU,100,0.1,128,0.005372032523155212,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[16, 32, 64]",Tanh,100,0.1,128,0.00525357061997056,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[4, 16, 32]",ReLU,250,0.01,64,0.007994737476110458,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
[16],Tanh,25,0.1,64,0.021655332297086716,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[32, 64]",Tanh,50,0.01,512,0.02074478194117546,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[32, 64]",ReLU,50,0.1,256,7.280290446942672e-05,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[4, 16, 32]",Tanh,100,0.01,64,0.0038261888548731804,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
[16],ReLU,100,0.1,32,1.877862450783141e-05,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[16, 32, 64]",ReLU,25,0.01,128,0.0291229709982872,0.9902439117431641,0.00975609756097561,0.00975609756097561,0.9609746932983398
"[32, 64]",ReLU,100,0.01,512,0.00047463676310144365,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[16],ReLU,100,0.01,64,0.012694603763520718,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32, 64]",Tanh,50,0.01,512,0.007515971548855305,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32]",ReLU,100,0.01,32,2.5672659830888733e-05,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32]",ReLU,100,0.01,64,5.234111813479103e-05,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[64],Sigmoid,100,0.1,256,0.0009091635001823306,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32, 64]",ReLU,250,0.001,32,1.0243867109238636e-05,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[64],Sigmoid,100,0.1,128,0.00028957152971997857,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[64],Sigmoid,100,0.01,64,0.011230184696614742,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[32],Tanh,50,0.1,256,0.0005083280266262591,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[32, 64]",ReLU,250,0.01,256,1.1991781320830341e-05,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32, 64]",Tanh,50,0.01,256,0.00020937582303304225,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[64],Sigmoid,250,1.0,64,7.91841830505291e-06,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
[32],Tanh,50,0.1,32,0.00021059010759927332,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[32, 64]",ReLU,250,0.001,512,0.01807885430753231,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[32, 64]",ReLU,250,0.01,512,6.81289893691428e-05,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[32, 64]",ReLU,250,0.001,256,0.002620436018332839,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32, 64]",Tanh,250,0.1,256,6.182650395203382e-05,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[32, 64]",ReLU,250,0.001,16,3.622022177296458e-06,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
"[16, 32, 64]",Tanh,50,0.01,64,0.0003542735066730529,0.9853658676147461,0.014634146341463415,0.014634146341463415,0.9414620399475098
